id,productid,customerid,quantity,saledate,totalprice
600,261,498,5,2023-12-07 10:23:36.036454,843.614909325676
601,39,12,7,2023-09-30 10:23:36.036454,504.759563274093
902,88,393,5,2024-03-03 10:23:36.036454,749.940330744825
903,153,427,7,2023-07-19 10:23:36.036454,318.951391887055
904,267,306,3,2023-11-12 10:23:36.036454,602.506620451042
905,235,79,6,2023-08-02 10:23:36.036454,336.334566074641
906,19,479,8,2024-02-21 10:23:36.036454,397.974183998815
907,232,491,6,2023-10-09 10:23:36.036454,648.761820436058
908,79,327,2,2023-05-26 10:23:36.036454,680.169149163831
909,96,395,7,2024-02-21 10:23:36.036454,262.804248727547
910,118,390,1,2023-09-05 10:23:36.036454,891.955619651043
911,133,135,9,2024-03-06 10:23:36.036454,394.12770944982
912,120,467,3,2023-10-07 10:23:36.036454,664.224981206767
913,274,236,7,2024-05-06 10:23:36.036454,289.237056914934
914,81,429,2,2023-07-08 10:23:36.036454,65.5977101940824
915,219,152,4,2024-05-02 10:23:36.036454,458.186560489324
916,102,73,8,2023-08-20 10:23:36.036454,125.940723556044
917,246,167,8,2024-03-21 10:23:36.036454,525.623314283135
918,93,177,1,2023-12-14 10:23:36.036454,881.088933385281
919,123,373,9,2023-12-24 10:23:36.036454,753.372381146652
920,172,225,6,2024-03-27 10:23:36.036454,781.519074394805
921,50,213,4,2023-11-25 10:23:36.036454,868.959609454697
922,62,197,9,2023-06-07 10:23:36.036454,765.573069254591
923,188,209,1,2024-02-19 10:23:36.036454,302.649490175926
924,285,382,9,2023-07-24 10:23:36.036454,89.8356578628818
925,184,203,8,2023-08-30 10:23:36.036454,338.887658968162
926,99,485,6,2024-02-26 10:23:36.036454,893.627154921338
927,182,177,6,2024-03-31 10:23:36.036454,201.374022578682
928,6,403,4,2023-09-10 10:23:36.036454,13.6668493863947
929,217,488,8,2024-02-13 10:23:36.036454,640.558292258884
930,241,384,9,2023-07-18 10:23:36.036454,432.326377556859
931,28,10,5,2024-03-03 10:23:36.036454,788.845043949072
932,212,353,5,2023-07-13 10:23:36.036454,951.081664502925
933,274,105,2,2023-12-01 10:23:36.036454,653.934871537199
934,231,359,8,2023-10-02 10:23:36.036454,21.1874710919972
935,166,148,8,2023-06-19 10:23:36.036454,371.658593296163
936,197,187,8,2023-08-15 10:23:36.036454,737.926311755899
937,156,161,2,2023-11-04 10:23:36.036454,87.948638431826
938,109,396,5,2023-10-05 10:23:36.036454,26.4522255588763
939,60,163,1,2024-03-23 10:23:36.036454,869.74744996898
940,48,280,1,2023-06-14 10:23:36.036454,951.057230746035
941,161,100,2,2023-08-12 10:23:36.036454,909.98606670978
942,258,108,9,2024-04-18 10:23:36.036454,864.940801018874
943,69,252,5,2023-11-30 10:23:36.036454,13.1799243722843
944,241,429,6,2024-01-16 10:23:36.036454,214.120524423666
945,274,54,8,2023-11-16 10:23:36.036454,218.269221650601
946,100,122,7,2024-03-10 10:23:36.036454,989.106314404734
947,65,163,8,2024-01-20 10:23:36.036454,491.552000222705
948,221,240,8,2023-09-13 10:23:36.036454,13.448804319705
949,283,361,3,2024-02-15 10:23:36.036454,177.644451769234
950,11,235,4,2023-10-28 10:23:36.036454,727.030467193724
951,7,486,2,2024-04-30 10:23:36.036454,602.950652341282
952,283,23,6,2023-11-20 10:23:36.036454,170.689477602262
953,31,330,6,2024-04-21 10:23:36.036454,796.782555674338
954,120,344,9,2023-09-19 10:23:36.036454,424.073132819184
955,146,455,7,2023-06-19 10:23:36.036454,909.942539353818
956,48,244,5,2023-05-25 10:23:36.036454,294.814485492192
957,91,141,6,2023-07-24 10:23:36.036454,253.259347678953
958,70,304,2,2024-04-01 10:23:36.036454,555.800945854492
959,232,188,9,2023-08-29 10:23:36.036454,497.674845941884
960,75,51,5,2024-04-05 10:23:36.036454,60.4518704752533
961,82,320,1,2023-06-17 10:23:36.036454,264.78630548631
962,38,139,4,2023-06-21 10:23:36.036454,333.449200162307
963,236,185,5,2023-12-09 10:23:36.036454,327.302455195604
964,197,462,2,2023-08-26 10:23:36.036454,212.490060036905
965,40,56,5,2023-08-07 10:23:36.036454,391.828583927024
966,223,68,4,2023-08-01 10:23:36.036454,884.903742310494
967,81,375,1,2023-05-28 10:23:36.036454,970.652943257663
968,26,163,2,2023-08-23 10:23:36.036454,639.734936997707
969,23,388,9,2023-08-28 10:23:36.036454,538.824077645524
970,217,207,3,2023-11-02 10:23:36.036454,984.704181845891
971,229,76,2,2023-08-16 10:23:36.036454,34.3978862734874
972,125,76,9,2023-06-27 10:23:36.036454,983.662429040894
973,5,150,1,2024-02-09 10:23:36.036454,251.340924147152
974,250,100,7,2023-12-29 10:23:36.036454,912.438599177578
975,182,45,8,2023-12-09 10:23:36.036454,215.297346902866
976,46,123,9,2024-03-13 10:23:36.036454,966.988235415383
977,221,287,4,2023-10-05 10:23:36.036454,608.201142178911
978,238,382,7,2024-02-10 10:23:36.036454,274.294192892688
979,59,131,2,2023-12-24 10:23:36.036454,222.708875421091
980,182,266,1,2023-07-06 10:23:36.036454,322.410038968289
981,94,146,6,2023-10-16 10:23:36.036454,541.472416250007
982,98,11,2,2023-10-28 10:23:36.036454,175.961415650811
983,154,387,5,2023-10-12 10:23:36.036454,157.112186160821
984,8,35,7,2023-11-10 10:23:36.036454,811.163376610747
985,83,393,2,2024-04-09 10:23:36.036454,514.72193514571
986,61,356,8,2023-09-13 10:23:36.036454,657.901476971756
987,80,157,7,2024-05-09 10:23:36.036454,579.554809243016
988,197,427,5,2023-09-13 10:23:36.036454,818.066207984427
989,142,453,4,2024-03-29 10:23:36.036454,254.567440653696
990,88,223,4,2023-12-09 10:23:36.036454,744.426539173923
991,28,443,7,2023-08-08 10:23:36.036454,186.849635027035
992,291,93,1,2023-09-17 10:23:36.036454,737.543080029097
993,169,235,1,2023-07-14 10:23:36.036454,261.981027291088
994,146,231,8,2023-11-04 10:23:36.036454,805.798172047185
995,273,167,3,2023-12-17 10:23:36.036454,108.180473034013
996,160,339,1,2023-09-10 10:23:36.036454,154.527751641936
997,74,353,8,2023-12-26 10:23:36.036454,796.479342730503
998,6,128,2,2023-06-06 10:23:36.036454,529.288499436516
999,150,374,5,2023-05-30 10:23:36.036454,989.862025307996
1000,119,12,4,2024-04-23 10:23:36.036454,412.761954476139
202,88,464,28,2023-08-30 10:23:36.036454,775.754489528321
