id,from_interface_id,to_external_ip,srcport,dstport,protocol,packets,bytes,windowstart,windowend,action,flowlogstatus,flow_direction,region,account_id,tcp_flags,traffic_path
flow-ext-002b903f612d43fd,eni-edda762b5d744d76,142.105.249.155,0,0,1,711,22825,1706953767,1706956777,ACCEPT,NODATA,egress,us-west-2,176172987582,0,7
flow-ext-76530447ba374808,eni-1a6c851b0ccf4e7a,208.208.40.116,36672,993,17,123,57025,1704194785,1704196948,REJECT,SKIPDATA,ingress,us-east-1,166176699484,0,5
flow-ext-1f2005272c5e41fe,eni-8594d549aedb44b4,145.92.80.146,0,0,1,844,13895,1706140740,1706141974,ACCEPT,OK,ingress,eu-north-1,671584752736,0,8
flow-ext-cad6e7a52c764946,eni-4325d51b91bb401f,5.174.113.28,54495,443,6,169,35213,1707157271,1707159270,ACCEPT,SKIPDATA,ingress,us-west-2,732446498004,223,3
flow-ext-551434e7e1054005,eni-948058649a80430a,54.170.202.87,36989,3389,6,363,58641,1708438991,1708441245,REJECT,OK,ingress,eu-north-1,699778303378,33,4
flow-ext-56084ee6fb4c4cbb,eni-edda762b5d744d76,196.31.254.28,57078,995,17,168,38877,1705843871,1705845637,ACCEPT,OK,ingress,eu-north-1,617322440077,0,4
flow-ext-157c9a3e38834a9c,eni-984ab904e7374315,51.177.44.95,0,0,1,671,18851,1705283425,1705286784,ACCEPT,OK,ingress,us-west-2,796747876912,0,5
flow-ext-38350badd8f1422b,eni-0a5bd063a01a4b0b,124.55.14.1,47711,995,17,956,3054,1709135284,1709136675,ACCEPT,OK,egress,eu-north-1,532442878982,0,4
flow-ext-72dc696e18974336,eni-b7376b8544814bfd,52.18.52.124,45598,993,17,895,33031,1705871430,1705871586,ACCEPT,NODATA,ingress,us-east-1,711273849289,0,5
flow-ext-f0fa598523404dde,eni-42482e84c5c245f6,140.7.153.248,38033,143,6,437,57795,1705242356,1705243139,ACCEPT,NODATA,ingress,eu-north-1,764356322367,73,4
flow-ext-e96c46f25b1a46d8,eni-ac91694b9ecc477c,16.226.45.61,61605,3389,6,856,48010,1708904636,1708907106,ACCEPT,NODATA,ingress,us-west-2,518716142189,246,7
flow-ext-1ac573c1c3964545,eni-b966e7a0721d4f88,159.8.89.234,35105,3389,17,466,46014,1707422450,1707423098,ACCEPT,SKIPDATA,ingress,eu-north-1,579845244668,0,7
flow-ext-997c56499c0d4e28,eni-29c8bdf009ec4e39,210.239.152.72,0,0,1,463,19389,1706848063,1706848592,ACCEPT,NODATA,egress,us-east-1,890740403961,0,4
flow-ext-7c907b1bffc8497e,eni-eaed4213321d490a,124.9.5.198,61528,995,17,47,54857,1706855946,1706859300,ACCEPT,SKIPDATA,ingress,ap-southeast-1,797301708440,0,8
flow-ext-eba6944c63564124,eni-fdb41e745d474156,70.53.34.98,47412,993,17,798,36530,1707334954,1707337776,ACCEPT,OK,egress,eu-north-1,387119144761,0,4
flow-ext-9748df2ee2b64eae,eni-b307d67cc2d44f20,32.155.143.86,35843,110,6,222,4671,1706254323,1706256661,ACCEPT,NODATA,egress,us-west-2,283041105848,154,2
flow-ext-b06d7e0e469240d4,eni-e579361763224cd4,148.146.146.226,36030,3389,17,442,59973,1704892416,1704894507,ACCEPT,NODATA,ingress,us-west-2,273384194553,0,8
flow-ext-d4a65063fbf24740,eni-9c589fde78e943bd,169.156.230.102,60672,993,17,306,19429,1707613572,1707614533,ACCEPT,SKIPDATA,egress,ap-southeast-1,768504619907,0,8
flow-ext-08b167db148c4b23,eni-0793328981114184,92.47.138.235,59598,53,17,609,41747,1708750411,1708751895,REJECT,OK,ingress,us-west-2,724241878586,0,3
flow-ext-352a5260751b4f58,eni-8f8dc386fdd44f38,73.47.134.168,0,0,1,461,3221,1708036246,1708037031,REJECT,OK,ingress,ap-southeast-1,885146345984,0,7
flow-ext-f6039d173f0147e7,eni-de565e8f1da24c87,7.125.255.48,38621,5432,6,348,4851,1704361005,1704363792,ACCEPT,OK,ingress,ap-southeast-1,447229210835,117,6
flow-ext-672da518809c4fe7,eni-3f7389822a2f42aa,2.144.39.156,50796,143,17,17,34564,1706872969,1706875185,ACCEPT,NODATA,egress,us-west-2,834038267167,0,3
flow-ext-e52eb4bc88134f47,eni-168a8892e90f455d,188.242.174.34,57140,3306,6,821,33895,1707299932,1707301213,ACCEPT,SKIPDATA,egress,us-east-1,550445381085,13,3
flow-ext-c2665c94e5814362,eni-1ea03e5b87af4779,180.254.20.113,60100,25,6,687,29868,1707751469,1707753351,ACCEPT,NODATA,ingress,us-west-2,381939493361,253,1
flow-ext-29099a4ddcd748c3,eni-1e4b05cfbe564100,134.73.66.73,0,0,1,796,41263,1704931932,1704932314,REJECT,OK,egress,us-west-2,353842844043,0,7
flow-ext-1bd45d25db754402,eni-28bf7fa7d0b04c54,65.117.18.80,33429,80,17,586,6023,1707188142,1707189238,ACCEPT,SKIPDATA,ingress,us-west-2,648416427844,0,1
flow-ext-773d270de7484e4a,eni-34bf863d5c854ab9,125.100.180.49,57898,5432,6,242,58695,1706268913,1706270829,ACCEPT,OK,egress,eu-north-1,963349836308,12,1
flow-ext-09f6bfbd9be743e0,eni-0c0bdeb27abd4c4f,19.222.183.230,0,0,1,137,60877,1708464908,1708466685,ACCEPT,SKIPDATA,egress,eu-north-1,593749650063,0,8
flow-ext-4edb30f70fec4334,eni-948cdee32a4540ce,125.214.36.228,0,0,1,421,35155,1707016413,1707019341,ACCEPT,OK,egress,us-east-1,536386919642,0,2
flow-ext-3997eab08c8b43a3,eni-69ee231d12e54db9,53.204.240.75,0,0,1,301,31026,1705294992,1705296546,ACCEPT,NODATA,egress,us-east-1,420678245095,0,8
flow-ext-af2511eb62854ea6,eni-51c3b1f4758a444a,176.125.251.34,0,0,1,300,25388,1704900505,1704903942,ACCEPT,OK,egress,ap-southeast-1,788566518180,0,3
flow-ext-b862edd515d149ca,eni-142dd727b4d846b8,147.93.215.205,36624,23,17,317,16429,1706195549,1706198219,ACCEPT,OK,ingress,eu-north-1,677367966504,0,1
flow-ext-c156c696bb8a4c2e,eni-acc3643f75f345cc,105.74.48.131,51127,443,17,362,8188,1705219751,1705223117,ACCEPT,OK,egress,us-west-2,734335811171,0,1
flow-ext-e7cb91c0bdc1419c,eni-456fae6aa5534652,38.36.86.176,43817,25,17,523,13255,1706690356,1706693749,ACCEPT,SKIPDATA,ingress,us-west-2,850857180771,0,6
flow-ext-ad5411c292a54812,eni-85e1887faa674b8f,30.140.73.200,49162,25,17,592,42545,1707714732,1707715656,REJECT,SKIPDATA,egress,us-east-1,377842768558,0,8
flow-ext-cd3e3e761caf4b22,eni-123c7190cc3b4ba6,117.228.159.3,57288,143,17,41,37536,1707759019,1707759475,ACCEPT,SKIPDATA,egress,ap-southeast-1,955316236126,0,3
flow-ext-890c8815f7174362,eni-ce46647eb9174db5,165.217.93.17,47918,110,17,887,17757,1707577005,1707578883,REJECT,OK,ingress,ap-southeast-1,709236186834,0,5
flow-ext-98bdbd64d7874b7d,eni-d7e7edcec44b4888,205.126.154.106,0,0,1,540,14664,1705566522,1705566731,ACCEPT,OK,ingress,us-east-1,891570869885,0,6
flow-ext-94792d9b099947f2,eni-467a549e2fa64214,123.1.188.103,0,0,1,330,35160,1709174421,1709177708,ACCEPT,NODATA,ingress,us-east-1,399409901814,0,1
flow-ext-22a38f556e0b42bd,eni-2f7314a50a334625,148.2.14.37,0,0,1,108,3013,1708042209,1708042461,ACCEPT,SKIPDATA,egress,us-west-2,600344456750,0,8
flow-ext-5f8721755a544a68,eni-623ff02f04714bea,118.112.33.71,0,0,1,754,49573,1706687833,1706689894,ACCEPT,NODATA,ingress,us-east-1,982491006666,0,1
flow-ext-6438272155fa4e8e,eni-0373f93217f44e63,36.52.7.72,47563,80,17,325,11791,1704207648,1704210137,ACCEPT,OK,ingress,us-west-2,758749801545,0,3
flow-ext-0ef2a3e7c60f41af,eni-cdc969b2bbcc4d62,140.41.74.215,0,0,1,894,62538,1705920646,1705922860,ACCEPT,NODATA,egress,us-east-1,792770497004,0,7
flow-ext-c3f95515af814a3f,eni-e2f3f621a1f74c76,73.47.134.168,0,0,1,869,43445,1709006433,1709008434,REJECT,OK,ingress,us-west-2,962139403407,0,7
flow-ext-f90b141456894f17,eni-646de65ac6514337,204.25.27.221,43432,110,6,658,9212,1707771570,1707775143,ACCEPT,SKIPDATA,ingress,us-east-1,755695821883,105,2
flow-ext-1f10a74f2b40426a,eni-46a0c1d1cb7f45a6,214.79.249.224,35501,993,17,655,4730,1708163648,1708164537,ACCEPT,OK,egress,eu-north-1,549711670571,0,7
flow-ext-1adb0c9994384b31,eni-1d2bb5f100674036,41.70.206.71,33710,23,6,249,44473,1709154058,1709156914,ACCEPT,OK,ingress,eu-north-1,614498787728,187,2
flow-ext-0d4fe76c5f854695,eni-cebce1fd02da4878,5.174.113.28,57976,22,17,642,27926,1706946785,1706949992,ACCEPT,OK,egress,ap-southeast-1,360771991249,0,6
flow-ext-db7b959f3adf4172,eni-53b7b0ef9aa9420b,203.85.97.78,51185,110,6,844,4608,1706240976,1706244339,ACCEPT,NODATA,egress,us-west-2,954521251683,137,1
flow-ext-f772090458ed4ee9,eni-d483b75bedce4323,92.47.138.235,60770,23,17,76,38161,1708111892,1708112425,REJECT,OK,ingress,us-east-1,417957158380,0,8
flow-ext-a88a5db5c1a64525,eni-da33bc662b88465e,72.160.230.185,35187,143,17,602,3261,1705234941,1705237935,REJECT,SKIPDATA,egress,us-west-2,855409390836,0,5
flow-ext-81bf5f974f7640a0,eni-ad23d1ada6d548d0,22.31.59.254,53259,22,17,561,63455,1705501576,1705504158,ACCEPT,NODATA,egress,us-west-2,931118646026,0,4
flow-ext-8b060951463f494f,eni-3dfed1c883984b17,191.188.152.176,0,0,1,475,1221,1708037765,1708041022,ACCEPT,SKIPDATA,egress,us-west-2,757950587043,0,3
flow-ext-8520c89e808340f8,eni-1c388ebcb21643ca,136.7.194.212,47004,53,17,60,25723,1708141435,1708141806,ACCEPT,NODATA,ingress,eu-north-1,870220030809,0,5
flow-ext-87877a38fab04a0b,eni-41ff25075b794770,102.238.64.106,0,0,1,443,62753,1707318772,1707320081,ACCEPT,NODATA,egress,us-east-1,596221674227,0,7
flow-ext-1bafa103530a47bf,eni-7f8a08c67ee9459f,8.131.83.40,53050,993,17,773,46793,1708245962,1708246153,ACCEPT,SKIPDATA,egress,ap-southeast-1,278385144256,0,7
flow-ext-99efd622fe95484d,eni-77fc7e87aa8247ec,13.89.251.121,48213,80,17,257,45053,1705341955,1705344371,ACCEPT,SKIPDATA,egress,us-west-2,462579861201,0,3
flow-ext-1d3dd84404544f87,eni-413902ef1afd4f64,215.106.69.179,48608,143,6,226,39794,1709055061,1709058543,ACCEPT,OK,egress,eu-north-1,790204944542,244,2
flow-ext-eecde1061bd34327,eni-acc3643f75f345cc,173.39.243.252,63727,22,17,17,1515,1707549690,1707552117,ACCEPT,OK,ingress,eu-north-1,934909142641,0,4
flow-ext-7cf7af277e234b73,eni-de7c37c8fd7147b0,34.195.110.190,0,0,1,705,27898,1707874395,1707874843,REJECT,SKIPDATA,egress,us-east-1,137787676645,0,1
flow-ext-c20ed2f179a342e3,eni-4109493758f04ead,160.87.126.232,59923,22,17,7,63637,1708765868,1708766456,ACCEPT,NODATA,egress,us-west-2,613067262066,0,3
flow-ext-7d2ebfa478b14fd4,eni-286796f56e9b4651,3.143.71.143,64403,993,17,612,21521,1707265305,1707267653,ACCEPT,OK,egress,ap-southeast-1,483934252741,0,8
flow-ext-ba89d6d9a97a4509,eni-df6eb6832bbb4413,220.196.223.41,41853,80,6,108,14094,1707139130,1707141761,ACCEPT,OK,ingress,eu-north-1,190850300837,185,1
flow-ext-fc4efebb016f4583,eni-be70bab3ede44bba,57.24.66.14,64421,3389,17,242,13421,1705521534,1705522879,REJECT,SKIPDATA,egress,eu-north-1,826697080439,0,6
flow-ext-94ecdaf932d2418f,eni-1b4c2d3591e941f9,194.25.250.135,48813,443,17,55,32017,1705918672,1705919572,REJECT,OK,ingress,ap-southeast-1,463261656916,0,4
flow-ext-52f170a5b1d64ca0,eni-8acf30e1048745e0,185.74.57.181,59031,3306,6,260,40852,1708093905,1708096574,ACCEPT,NODATA,egress,ap-southeast-1,399595778724,69,8
flow-ext-a618e163088846f0,eni-855801bad01f4745,169.156.230.102,64732,5432,17,151,24311,1706524716,1706526106,REJECT,NODATA,egress,eu-north-1,718922412449,0,3
flow-ext-f22c3eb30c004475,eni-f5e471f8b58543d4,51.177.44.95,0,0,1,140,55970,1707803806,1707804436,ACCEPT,OK,egress,eu-north-1,954770591820,0,6
flow-ext-07b8a433e0c04687,eni-53237800ad464eb4,36.52.7.72,0,0,1,271,43788,1707066904,1707068690,ACCEPT,SKIPDATA,ingress,us-west-2,533068735538,0,2
flow-ext-6fa4fd8847904efd,eni-602eb379d0e2423d,219.183.40.99,46001,443,6,194,14472,1705802719,1705803411,ACCEPT,OK,egress,ap-southeast-1,890472372457,129,5
flow-ext-4a82ddffa6f64f74,eni-b3967699a179436c,54.170.202.87,54450,5432,6,728,61731,1707999426,1708001328,ACCEPT,SKIPDATA,egress,us-west-2,103856132059,10,3
flow-ext-e74d42d7202c48c9,eni-802d9bb443924c58,203.85.97.78,49703,3306,6,658,32092,1707794595,1707795111,ACCEPT,OK,egress,us-east-1,690165788224,128,1
flow-ext-15952a253c7d4976,eni-ed96b2f129104233,33.219.81.40,51802,993,6,395,24127,1705447848,1705451357,ACCEPT,NODATA,egress,us-west-2,532340325067,76,4
flow-ext-6705bea28c7b4607,eni-855801bad01f4745,111.200.219.238,51581,995,17,963,34447,1706286926,1706289345,ACCEPT,OK,egress,eu-north-1,921445011149,0,5
flow-ext-29d90ba1529b4516,eni-0beaca7f08864c47,148.146.146.226,59705,443,6,506,21112,1705235132,1705236866,ACCEPT,OK,egress,eu-north-1,746634421512,114,2
flow-ext-00bcf67dfe4b44e9,eni-d368a071c97545da,181.209.56.220,47784,53,17,406,23327,1704651607,1704653089,ACCEPT,SKIPDATA,egress,eu-north-1,159833838329,0,8
flow-ext-314557be2d1343bc,eni-43c140506c694532,18.214.171.195,0,0,1,339,30818,1707927927,1707929443,ACCEPT,NODATA,ingress,us-west-2,533796860209,0,6
flow-ext-4aec9339b84b454c,eni-516aa68b1eeb4bfb,24.222.199.112,42764,143,6,690,2553,1707760005,1707762765,REJECT,OK,ingress,eu-north-1,382394975714,70,2
flow-ext-9604fd0a85734733,eni-1ed6c3c4a3b24088,105.74.48.131,49270,23,17,96,18291,1707989188,1707991560,ACCEPT,OK,ingress,us-west-2,550994499534,0,3
flow-ext-9432045b028b4d21,eni-0689b779eee44634,72.160.230.185,63871,995,6,412,3940,1707080934,1707084446,ACCEPT,NODATA,ingress,eu-north-1,317779628770,42,4
flow-ext-07cba25e39b74154,eni-4f2be0cc3001422a,45.231.129.28,0,0,1,401,9414,1707163054,1707163826,ACCEPT,SKIPDATA,egress,ap-southeast-1,800471523233,0,7
flow-ext-7d89cd0cb32c4b74,eni-6b8acca900474944,160.87.126.232,0,0,1,167,11676,1707422130,1707424159,ACCEPT,OK,ingress,eu-north-1,632680956136,0,6
flow-ext-be0c01c9bc994634,eni-602eb379d0e2423d,132.236.150.235,0,0,1,295,27445,1704530413,1704530831,ACCEPT,NODATA,ingress,us-west-2,218263757651,0,8
flow-ext-d7f8857c93674ca7,eni-6fccd4f8123444bf,115.5.209.199,0,0,1,7,50111,1704073459,1704075821,ACCEPT,NODATA,egress,ap-southeast-1,806535441382,0,7
flow-ext-987e1cb8064646da,eni-3861679bb4f64b7b,211.119.250.138,36029,25,17,195,43609,1708091037,1708091888,ACCEPT,NODATA,egress,us-east-1,412677457950,0,8
flow-ext-da271c6e987a4a7e,eni-cad4e61deceb458f,24.222.199.112,0,0,1,443,50688,1708322192,1708324071,ACCEPT,NODATA,ingress,eu-north-1,264101524010,0,6
flow-ext-db8edcae6d9f46eb,eni-d4d0e95fc929480a,69.109.12.151,45217,53,6,987,54701,1708225561,1708228104,ACCEPT,NODATA,egress,us-west-2,734906229355,220,4
flow-ext-55326b9b17fb49ba,eni-b98060997fe34de7,54.170.202.87,0,0,1,666,57248,1707885348,1707887646,ACCEPT,NODATA,ingress,us-west-2,147681960943,0,2
flow-ext-5eff2d1715e949f4,eni-f921e011b9504e2e,15.41.236.62,53534,3389,17,400,7747,1704792462,1704794779,ACCEPT,NODATA,ingress,us-west-2,282926245573,0,2
flow-ext-d04967e39cac4b09,eni-c8986012abcc4433,24.80.178.48,59020,995,17,601,31482,1704671140,1704673497,ACCEPT,OK,egress,ap-southeast-1,661925961817,0,8
flow-ext-add17a267ba442e7,eni-3db85f771bf541c2,94.79.29.223,53944,143,17,757,64688,1707150983,1707151136,ACCEPT,NODATA,ingress,us-west-2,817041224649,0,4
flow-ext-d25a35405f6b4633,eni-ea8cf9afe63f4992,204.22.101.236,54508,3306,17,589,13658,1709076750,1709076958,ACCEPT,OK,egress,us-west-2,622020992803,0,7
flow-ext-fdf7431ab073414a,eni-ff3b50f64e8b483c,123.1.188.103,59898,143,6,424,58233,1708065791,1708068699,ACCEPT,NODATA,ingress,us-east-1,626946189580,83,6
flow-ext-36eb4680429a4164,eni-f893813bbc4e4b7c,22.31.59.254,65300,443,6,655,19525,1705129202,1705129819,ACCEPT,OK,ingress,eu-north-1,227548925729,145,8
flow-ext-14730a63675d4d1d,eni-e71b485a1a6d44ac,198.36.202.228,58130,3389,17,505,36112,1706332463,1706333374,ACCEPT,OK,ingress,us-east-1,181915167647,0,5
flow-ext-c4deafd9b2fd4df9,eni-2b74c632ad2645fd,15.41.236.62,39906,143,6,627,23250,1707191727,1707193986,REJECT,NODATA,ingress,eu-north-1,508639200033,122,2
flow-ext-929986323ce84ac3,eni-befb407f96cd4cfc,150.130.218.196,0,0,1,51,35309,1706239662,1706241505,REJECT,NODATA,ingress,us-east-1,749616552569,0,1
flow-ext-870bdf9cc8124a55,eni-0040251b37d24274,215.203.47.134,44800,143,17,132,11505,1709150615,1709152157,ACCEPT,OK,egress,us-east-1,632882120021,0,4
flow-ext-7b6a20ca80344df6,eni-ef57bc53e8864f4f,149.52.198.251,0,0,1,867,61284,1708473565,1708473714,ACCEPT,NODATA,ingress,eu-north-1,478095480610,0,7
flow-ext-a46b704fdc9e4459,eni-66f4d3c13c3d407a,204.22.101.236,0,0,1,115,43778,1705521934,1705524027,REJECT,NODATA,ingress,ap-southeast-1,820371898320,0,2
flow-ext-a648a02214814d10,eni-e56454b75ddd47db,72.160.230.185,0,0,1,352,21259,1705810613,1705811551,REJECT,SKIPDATA,egress,us-west-2,589906018370,0,5
flow-ext-9aba2619680644bd,eni-da44188f25a147a1,178.226.8.171,58836,80,17,41,45601,1708676589,1708677805,ACCEPT,OK,ingress,eu-north-1,859964224717,0,6
flow-ext-eef82297281a4377,eni-0d85384ca2c04fa5,148.146.146.226,0,0,1,846,5879,1705353596,1705357023,ACCEPT,SKIPDATA,ingress,us-east-1,110612719524,0,5
flow-ext-a1d4f5489b924606,eni-ecc849233a3e4f49,198.36.202.228,51917,80,17,37,56894,1706363057,1706366567,ACCEPT,SKIPDATA,ingress,eu-north-1,392287310388,0,1
flow-ext-b14237bb1e754472,eni-eb3a48c4681848ca,124.55.14.1,53631,5432,17,939,8178,1704860321,1704863282,ACCEPT,SKIPDATA,egress,ap-southeast-1,509172980868,0,6
flow-ext-c6e56b12aab640ac,eni-79458ddacb164d16,65.117.18.80,44793,993,6,824,46930,1705217340,1705218524,ACCEPT,NODATA,ingress,eu-north-1,814902933974,188,2
flow-ext-3221c6d552c942e5,eni-75b8bcc968ef4008,134.73.66.73,59018,143,6,831,32813,1705292326,1705294587,REJECT,OK,egress,ap-southeast-1,718562689553,150,5
flow-ext-6a2d07904ff0481d,eni-1c66b02ad1ba4645,124.55.14.1,0,0,1,868,9091,1706454709,1706458071,ACCEPT,OK,ingress,ap-southeast-1,804623907524,0,5
flow-ext-c2851a4b2fb948c6,eni-68a42d4e253f470d,215.106.69.179,45338,443,6,502,36605,1705164362,1705167662,ACCEPT,NODATA,egress,eu-north-1,477743982933,180,4
flow-ext-da831c5dadf84ca1,eni-cd0946f5fc2a44ea,93.130.27.95,0,0,1,137,62625,1705127454,1705129684,ACCEPT,NODATA,egress,eu-north-1,776802704025,0,4
flow-ext-3d7549c1e4d34cd3,eni-e50135b9e2a94686,211.195.83.222,49384,53,6,432,60951,1706910663,1706912815,ACCEPT,NODATA,egress,ap-southeast-1,762059402591,136,2
flow-ext-69d0175d2568420d,eni-23a2dce32e1649c3,218.186.239.93,51803,3389,17,150,25079,1707498296,1707500181,ACCEPT,OK,ingress,us-west-2,546836795428,0,8
flow-ext-3b8674da0a25465f,eni-7a73fba5028d4974,115.57.251.158,0,0,1,778,17390,1709004645,1709005476,REJECT,NODATA,egress,ap-southeast-1,443692030131,0,5
flow-ext-d5127560fbac45c9,eni-922ba190e40d4e7f,219.216.61.145,34761,23,6,158,27411,1704391958,1704392269,REJECT,OK,egress,us-east-1,662505187460,123,6
flow-ext-57b1cded0c0343b4,eni-de93770f91c742e6,214.79.249.224,0,0,1,716,14921,1706758862,1706760907,ACCEPT,OK,ingress,eu-north-1,667497906528,0,8
flow-ext-4bc84ce728ec464b,eni-238c91e7f2c043a7,110.151.101.61,0,0,1,918,16769,1706168238,1706170594,REJECT,NODATA,egress,us-west-2,420261061219,0,1
flow-ext-168ace1d52cd4705,eni-e30a0b64d77f4873,57.24.66.14,0,0,1,278,22426,1708609070,1708611843,ACCEPT,NODATA,egress,ap-southeast-1,833773058784,0,4
flow-ext-deeb41453c3940f0,eni-dbbeae563588443c,114.44.51.77,62306,993,17,724,58205,1707582603,1707584802,ACCEPT,SKIPDATA,ingress,ap-southeast-1,441048725235,0,3
flow-ext-b3f7603be96c4ada,eni-5ef03db7af8e43fa,115.5.209.199,39063,22,6,624,49811,1704708073,1704710500,ACCEPT,NODATA,egress,us-east-1,929678317273,149,6
flow-ext-8607806d4f814bca,eni-8d3dc3194c104d84,72.160.230.185,0,0,1,74,25409,1705954163,1705955032,ACCEPT,OK,ingress,us-east-1,770728030690,0,1
flow-ext-b359748878f1493a,eni-8b1677ef7b674e12,185.74.57.181,0,0,1,38,2796,1708314167,1708314673,ACCEPT,SKIPDATA,ingress,us-west-2,562259944861,0,8
flow-ext-f742b79840504194,eni-b21de0391277472d,33.162.218.156,64456,143,17,824,37377,1705382902,1705383562,REJECT,SKIPDATA,ingress,us-east-1,756176440111,0,2
flow-ext-7771e7a5cfb440d5,eni-8be69579f50e424a,211.119.250.138,0,0,1,113,57944,1704770140,1704770560,ACCEPT,OK,egress,ap-southeast-1,100769593908,0,3
flow-ext-ab39e23652314fb6,eni-b2ec24c858a14505,144.88.164.175,42138,80,17,964,16645,1707725847,1707726475,ACCEPT,NODATA,egress,us-east-1,372729786228,0,5
flow-ext-7d076b20506b42b9,eni-104fbafc00e64059,14.172.130.105,38653,53,17,940,40187,1708267444,1708269349,ACCEPT,SKIPDATA,egress,eu-north-1,729590804917,0,6
flow-ext-edb77f30fcbf42f2,eni-e6d3d72079c64de7,211.195.83.222,42118,80,6,552,14365,1707507367,1707510663,REJECT,OK,egress,ap-southeast-1,687747836685,250,5
flow-ext-e1e6f070c6294ac7,eni-ff26c3e3717c4696,94.200.73.154,62553,25,6,834,30299,1705152687,1705153068,ACCEPT,OK,ingress,eu-north-1,832509929649,10,8
flow-ext-df6ac61c587445e4,eni-a34668ee4ad74b4a,222.236.249.82,52018,5432,6,272,25942,1704911754,1704913909,ACCEPT,NODATA,ingress,us-east-1,657508096236,148,5
flow-ext-caa6b052e4374c2f,eni-0587fdc5655b4b23,52.132.123.218,0,0,1,228,29116,1708346137,1708346649,ACCEPT,SKIPDATA,ingress,us-east-1,329905542137,0,5
flow-ext-ae2a27d622704ee6,eni-5a719c8b29ab489d,177.100.204.197,0,0,1,977,63058,1708325765,1708327438,ACCEPT,OK,egress,us-west-2,757389531284,0,5
flow-ext-8340fa62d11745e5,eni-32d2d260367744a5,128.167.11.206,0,0,1,408,38068,1704132542,1704134968,ACCEPT,OK,egress,us-east-1,613569754552,0,3
flow-ext-2063138311a44095,eni-87ca17b74bdf40c2,145.92.80.146,0,0,1,923,12027,1704140285,1704140812,ACCEPT,OK,egress,ap-southeast-1,259583669821,0,5
flow-ext-fc7374295ed847b9,eni-614b78e1aa244f65,178.137.124.21,37929,3389,17,51,18645,1707167745,1707170095,ACCEPT,SKIPDATA,ingress,us-west-2,158149948815,0,7
flow-ext-2ebd191ee6cb4d3b,eni-a3de8575965941da,33.162.218.156,0,0,1,470,48060,1708182347,1708184196,ACCEPT,SKIPDATA,egress,ap-southeast-1,418620522564,0,3
flow-ext-457f0c36427b40e3,eni-c51a877794f7413c,182.201.219.4,0,0,1,164,25871,1707944587,1707946137,ACCEPT,NODATA,ingress,ap-southeast-1,442667066949,0,1
flow-ext-48211b33cdcc4535,eni-9f75052e11fa4f20,38.36.86.176,39700,993,17,48,28497,1707516496,1707516695,ACCEPT,SKIPDATA,egress,us-west-2,787211862153,0,1
flow-ext-bd66f902348b4af5,eni-fcfc90be69a34e14,7.125.255.48,51803,110,6,235,47106,1706690402,1706692974,REJECT,OK,ingress,ap-southeast-1,532761697411,192,2
flow-ext-af9ee84de65c459b,eni-621ecbb22fdb4b54,135.121.89.101,64712,3389,17,198,28108,1709197597,1709200890,ACCEPT,OK,egress,us-west-2,601679347303,0,3
flow-ext-00881815723f4cca,eni-4d029ea6ef3e4589,160.87.126.232,0,0,1,804,63706,1707937414,1707940904,ACCEPT,OK,egress,ap-southeast-1,796874364172,0,1
flow-ext-d4b4cc709a684b2c,eni-6b9e72021356488d,46.254.76.196,35514,110,17,652,51721,1706726961,1706730296,ACCEPT,OK,ingress,us-west-2,946355119527,0,6
flow-ext-9ec4f59b56084782,eni-eb4caa4d02324b61,115.5.209.199,0,0,1,730,51577,1706865947,1706867838,REJECT,NODATA,ingress,us-west-2,662400554579,0,5
flow-ext-6a8dca9792694fb4,eni-b911961911374183,106.206.174.53,0,0,1,46,45993,1708113470,1708117059,ACCEPT,NODATA,ingress,us-west-2,495895999894,0,4
flow-ext-9a39779e6be54585,eni-9be81d4976e74b37,204.25.27.221,32807,143,17,437,13160,1706266916,1706269873,ACCEPT,NODATA,egress,us-east-1,102783522525,0,4
flow-ext-7353b484f9974498,eni-0c0bdeb27abd4c4f,28.249.202.87,43466,443,17,860,28078,1709104426,1709105183,REJECT,OK,egress,eu-north-1,172188462825,0,6
flow-ext-5aa6faef626441f5,eni-60253a216cef4c47,52.132.123.218,0,0,1,645,43161,1706715422,1706717229,ACCEPT,SKIPDATA,ingress,ap-southeast-1,354826049233,0,8
flow-ext-5f7772af286d4942,eni-7ca6a11eebb64b13,169.156.230.102,46283,110,6,302,12875,1707785879,1707787290,REJECT,NODATA,egress,eu-north-1,164282007788,21,8
flow-ext-5ee7913a6dfd434c,eni-faf1d76a4e9f4438,205.126.154.106,0,0,1,506,32172,1709053927,1709054321,ACCEPT,SKIPDATA,ingress,us-west-2,541531338743,0,6
flow-ext-b36809721bf64d60,eni-4b9c9f661f2f4c7e,24.80.178.48,57608,22,17,261,54340,1706208382,1706210778,ACCEPT,SKIPDATA,ingress,ap-southeast-1,116056319011,0,4
flow-ext-8b0e38e6955c4d95,eni-1cc65575226a4801,13.202.144.73,38531,995,17,583,40208,1708633224,1708634566,REJECT,NODATA,ingress,eu-north-1,603729169957,0,2
flow-ext-ca2d76a369bf4baa,eni-70c0103aa0fc4c0d,190.60.54.102,0,0,1,619,37364,1707345856,1707349187,ACCEPT,NODATA,ingress,us-west-2,782300248271,0,8
