id,from_interface_id,to_interface_id,srcport,dstport,protocol,packets,bytes,windowstart,windowend,action,flowlogstatus,flow_direction,region,account_id,tcp_flags,traffic_path
flow-int-7b081a745660499b,eni-09d277edb937431a,eni-43c43169e31a48d7,44688,5432,17,86,21481,1706576010,1706576882,ACCEPT,OK,ingress,ap-southeast-1,460309793940,0,6
flow-int-1fe941559549468e,eni-5d12dacafebd4857,eni-a6c23396df284475,0,0,1,43,2659,1707498880,1707499566,REJECT,NODATA,egress,us-east-1,776854756083,0,1
flow-int-636df0d20add4b72,eni-ee073babe569479b,eni-27c999c1a1fb4222,0,0,1,304,7627,1706165739,1706167084,ACCEPT,NODATA,ingress,us-east-1,630425372065,0,3
flow-int-28ff227ec3144770,eni-30b99fb342da4a7a,eni-35f1b4ca60a84bf3,39039,443,6,402,15515,1708822631,1708824060,ACCEPT,NODATA,egress,us-east-1,742917194829,151,3
flow-int-e37efa199a2049b5,eni-ccd5fc23a35e49a5,eni-d78e9a1ff9354864,0,0,1,500,6926,1704822092,1704822521,ACCEPT,SKIPDATA,egress,ap-southeast-1,574013513635,0,8
flow-int-cafb0b1a45b84825,eni-4ed44861416c43fe,eni-0c52b8b16d264a6c,36048,80,17,329,21527,1709121143,1709121384,ACCEPT,NODATA,egress,us-east-1,521515214929,0,7
flow-int-c5c3f693c5064d00,eni-d6ff5962a5d84142,eni-86d2ad8ea71b4c3d,0,0,1,22,19513,1704604036,1704605532,ACCEPT,NODATA,egress,us-west-2,808256491334,0,6
flow-int-bbe8a8ecb1664727,eni-0d0bc4fd3ab345d4,eni-5ab0e5dccdff4b35,0,0,1,233,610,1704291045,1704294375,ACCEPT,NODATA,egress,eu-north-1,613359898748,0,2
flow-int-2e8d488d76d6433a,eni-1cf16093e1584975,eni-ada7c9322c504b3a,41748,443,17,39,29907,1708701260,1708704005,ACCEPT,NODATA,ingress,ap-southeast-1,975701093985,0,6
flow-int-89b511edb914448d,eni-c57ec99d4f204796,eni-4d5fd8c499b344dd,33543,3306,17,1,1378,1707043315,1707046229,ACCEPT,SKIPDATA,egress,ap-southeast-1,923428921009,0,4
flow-int-9d068d8fbfea4864,eni-2ef23bcd0c5340b0,eni-3a0ce38c538c4340,58023,995,6,366,6276,1704401779,1704404049,ACCEPT,NODATA,egress,ap-southeast-1,875376436943,189,3
flow-int-bc28e729b42b406a,eni-4fce2893f38845a2,eni-8e8b9da997114e4f,0,0,1,441,21612,1708529172,1708530770,ACCEPT,SKIPDATA,egress,us-west-2,186399711948,0,6
flow-int-76dc7e121f2141ee,eni-d5e116a2edf14196,eni-af6053e33e6040aa,42276,3389,6,76,18714,1706010491,1706013210,ACCEPT,NODATA,ingress,eu-north-1,131667038250,68,4
flow-int-f857eb6d14ba4471,eni-6c1ef52238b345b8,eni-596fef0b4d9a4a33,36730,143,17,372,17813,1706387507,1706390821,ACCEPT,OK,egress,eu-north-1,641438939367,0,2
flow-int-dc87111dba3e4539,eni-e4256b06546843bb,eni-a3ce51e949c64be7,40580,53,17,279,2746,1706083691,1706083906,ACCEPT,SKIPDATA,ingress,ap-southeast-1,421873068158,0,5
flow-int-c78e78f869564b50,eni-d816ce53e2f04513,eni-7a2bf7301e3a49fe,0,0,1,220,30383,1706999766,1707002817,ACCEPT,OK,ingress,us-east-1,822603863946,0,4
flow-int-bb9d869967244f23,eni-f0bdfc65aaad4c2d,eni-6ba4ce4c37ab4a76,41687,23,6,236,23075,1708537792,1708539898,ACCEPT,OK,egress,ap-southeast-1,856708612262,90,1
flow-int-056226136f29420a,eni-d0952fb24f504291,eni-79e574e974f04795,0,0,1,191,27053,1706604794,1706607569,ACCEPT,NODATA,egress,eu-north-1,486424276896,0,1
flow-int-6a14ee7ea4444d6b,eni-921280ab52314569,eni-4ee35952f22947df,0,0,1,467,17928,1707953229,1707953746,REJECT,SKIPDATA,egress,us-east-1,896753109237,0,5
flow-int-0828d2c4c1aa47c2,eni-6134b6795fe2499a,eni-5dc87d0698ae49bd,0,0,1,169,31680,1708360677,1708362289,ACCEPT,OK,egress,us-east-1,300479646485,0,1
flow-int-25ec15593d9c4512,eni-1850a7596a924584,eni-3b835c98a5244264,0,0,1,97,6531,1706839957,1706843225,ACCEPT,NODATA,egress,eu-north-1,245785353518,0,1
flow-int-aad31395fe794c0e,eni-20b1dfe5bc354cae,eni-7d0a51c5e1e440d4,0,0,1,496,13056,1705347750,1705348778,ACCEPT,SKIPDATA,egress,eu-north-1,731301631834,0,2
flow-int-1769dc9bade24c45,eni-426244f0822042fc,eni-7a91f866a74c4c87,0,0,1,494,11342,1705091868,1705093269,ACCEPT,OK,ingress,eu-north-1,563751582516,0,5
flow-int-c889b5f84f8343f2,eni-299c893b37b54f2c,eni-5b36999b93d9458b,0,0,1,197,14068,1706204736,1706207559,ACCEPT,NODATA,ingress,eu-north-1,338803305125,0,5
flow-int-0854ff0325d7413b,eni-4d658ad7dd714606,eni-1ea0abc4fb9f40a6,64764,110,6,227,22545,1707049087,1707052599,ACCEPT,NODATA,ingress,us-west-2,809435692448,64,6
flow-int-a88292dc46a54bda,eni-4b982b316592415e,eni-cf4a89caed624606,60510,993,6,204,31381,1708321138,1708322821,ACCEPT,OK,egress,ap-southeast-1,159286434925,181,1
flow-int-205a568d2093402b,eni-e9634fa3090d4a9b,eni-fcfb11eed9ac4748,54489,80,6,65,30700,1707826977,1707828700,ACCEPT,SKIPDATA,ingress,us-east-1,294563436816,136,1
flow-int-94193d5f9eab4c75,eni-af233e2b7a59471a,eni-6f32e711d73f45f6,44547,995,6,436,9221,1705964102,1705964540,ACCEPT,NODATA,ingress,us-west-2,336842536398,82,1
flow-int-bde6e7d849f2429b,eni-8c86c4a098864875,eni-e1c540be91814de5,33868,5432,17,433,5486,1708012650,1708015743,ACCEPT,NODATA,ingress,eu-north-1,300740431659,0,2
flow-int-687e4f7c14d847d1,eni-8d1450181f744a2a,eni-2163a92c9f66467d,0,0,1,172,16508,1704145808,1704147612,ACCEPT,NODATA,ingress,us-east-1,612964034717,0,3
flow-int-8303472bf467489f,eni-c0112a2719e94ac4,eni-4bdbc44184414b56,45705,23,17,289,22119,1708620980,1708621341,ACCEPT,NODATA,egress,ap-southeast-1,833326254925,0,7
flow-int-a6a4ab6c462c4c5b,eni-8077d2477d6f49fc,eni-a46c558209dc4975,61858,3389,17,374,7063,1707695031,1707698134,ACCEPT,NODATA,ingress,us-east-1,890515784644,0,2
flow-int-e39e67832587440b,eni-3c7d87b65edb4167,eni-a43c809c44c94675,40199,80,17,195,5627,1704133574,1704136724,ACCEPT,NODATA,egress,ap-southeast-1,743466427028,0,7
flow-int-1771ebee4c2b4eb2,eni-b376e599546244df,eni-42db55d9731c4c95,48476,25,6,234,1984,1705651504,1705654367,ACCEPT,OK,ingress,eu-north-1,558135331420,116,4
flow-int-26ce1da922064049,eni-0c2ac0bb051d4cce,eni-9fce0d947e7f4a8e,56524,110,17,372,20977,1708173410,1708174183,ACCEPT,SKIPDATA,ingress,us-east-1,504864860805,0,2
flow-int-048b61d534ec47b0,eni-537550bd327e4caa,eni-7aca2e75bfcf41fa,42960,22,17,79,27415,1706983138,1706984668,REJECT,OK,egress,us-west-2,111251557518,0,4
flow-int-314bf41fa98042bd,eni-cdfcea77240f4a10,eni-b4b07dda002b491f,0,0,1,222,21950,1704087122,1704090506,ACCEPT,NODATA,egress,ap-southeast-1,382579486602,0,3
flow-int-dc741bf5ae5945be,eni-2a1a849f8654470a,eni-f4edcb7402604651,57792,143,17,102,31708,1706880384,1706882517,ACCEPT,OK,ingress,eu-north-1,912819456848,0,6
flow-int-8f73e5d7b3964860,eni-617ddc95e6cb46ba,eni-b5d4a51cd05b4dff,41902,443,17,205,16715,1704342161,1704343401,ACCEPT,NODATA,egress,us-west-2,876936020616,0,7
flow-int-5e81dc27f72f47ad,eni-d074f1e28d0547c3,eni-c3eb9123ad974846,36044,5432,6,229,19155,1709012518,1709015887,ACCEPT,SKIPDATA,egress,ap-southeast-1,203140826163,135,6
flow-int-9013d8aa49a54e8b,eni-3ac4aa368f764e49,eni-640f697b0f624177,39643,110,6,244,13826,1708874256,1708875183,ACCEPT,SKIPDATA,ingress,us-east-1,608250606662,143,2
flow-int-f75c81f9ee674077,eni-02cc39180e694c80,eni-0cf29365d1c047a6,50574,5432,17,454,7494,1708950602,1708952002,ACCEPT,SKIPDATA,egress,ap-southeast-1,442985267633,0,8
flow-int-eb6a75ab1b4e4f3c,eni-c72ce1bd0f22472e,eni-9939bfbcfc604fcd,39165,80,6,298,31983,1705178951,1705181102,ACCEPT,NODATA,egress,ap-southeast-1,360781478363,166,4
flow-int-b1172e0005494105,eni-f7a2fda71639427c,eni-bebdb5ff5959412d,40208,53,17,227,6844,1708133980,1708135714,ACCEPT,SKIPDATA,ingress,us-east-1,938082050542,0,2
flow-int-aa75056775724b85,eni-4ee0fe81097d49c5,eni-a7796a581f894d69,41481,25,17,458,16536,1706369777,1706371125,ACCEPT,OK,ingress,eu-north-1,899312650562,0,3
flow-int-65ceed459f424036,eni-0640e3b4bbd04701,eni-b8678f62368140b9,51766,23,6,401,14483,1704455475,1704455608,ACCEPT,OK,ingress,ap-southeast-1,818621806232,143,7
flow-int-d6d61fddbdef4ad7,eni-2680d3d00cbe4071,eni-20a48b5c9aab4fc9,45747,22,17,395,32025,1705917323,1705918458,ACCEPT,NODATA,ingress,us-west-2,536544137839,0,1
flow-int-166cf3bf98c74fb1,eni-ff69aedcc1f745ef,eni-6be7f2fddcb54731,46519,3389,17,276,2396,1706084988,1706085050,ACCEPT,SKIPDATA,egress,us-east-1,211785397065,0,4
flow-int-13cfc18698db4616,eni-7a14efa4ef6147d0,eni-1931b7fc52c94339,35146,23,6,463,23142,1708922512,1708924240,ACCEPT,NODATA,egress,us-east-1,517148975964,154,3
flow-int-b99b3977525845e4,eni-6a23b64c167c4abc,eni-995ddb7159b4432a,51183,23,17,345,31032,1705042363,1705044921,ACCEPT,OK,egress,us-east-1,683232709247,0,3
flow-int-cd233fb9669e4261,eni-5cdb76f6bff74d50,eni-146a7354d16d4c93,37623,995,6,383,16804,1704658851,1704660183,ACCEPT,NODATA,egress,us-west-2,696026457989,199,7
flow-int-2789ebbe7e744730,eni-82b63b85ffe14cde,eni-7093b725804b498e,56684,25,6,263,10514,1707499565,1707502893,ACCEPT,SKIPDATA,ingress,us-west-2,612765925739,4,6
flow-int-de4e77a42e414149,eni-415b39e760234174,eni-e67a7198bfcf44d9,0,0,1,405,8616,1708169408,1708170553,ACCEPT,NODATA,egress,us-west-2,793390121480,0,8
flow-int-93552ee5b3334d2c,eni-27fa56455f2740af,eni-8a0ec1b4690d49c0,60038,22,6,420,32198,1708934298,1708936085,ACCEPT,SKIPDATA,ingress,us-east-1,605525088877,24,8
flow-int-69c7049915744b89,eni-e34dde9841504de1,eni-1b96eab5e10a4b2b,0,0,1,97,29324,1708917080,1708920424,ACCEPT,SKIPDATA,egress,us-east-1,252361838288,0,5
flow-int-252cc6468aa640e5,eni-749ed965319744e3,eni-dbf449f0c9d94433,0,0,1,46,27224,1708878692,1708882112,ACCEPT,NODATA,egress,ap-southeast-1,437373102908,0,7
flow-int-59dbf846cba14090,eni-8d1450181f744a2a,eni-03388a9a696b43a6,0,0,1,362,24823,1705207498,1705209596,ACCEPT,SKIPDATA,ingress,us-east-1,668176696127,0,4
flow-int-ebb27822f8e84c57,eni-9004e99b9fcc4a6e,eni-fef26687370e4ee4,45532,23,17,40,3366,1707907160,1707910054,ACCEPT,NODATA,egress,eu-north-1,621940694611,0,6
flow-int-9e030a304baf43c0,eni-58eef2cfd1d44fc6,eni-d2265091906742a1,0,0,1,300,7222,1705292000,1705294757,ACCEPT,NODATA,ingress,ap-southeast-1,494493688701,0,1
flow-int-ea917af379a74199,eni-5141e78f3e964731,eni-ac0443e998f74db0,62478,3389,6,22,7658,1705297413,1705298052,ACCEPT,NODATA,ingress,ap-southeast-1,969368588810,222,7
flow-int-8fd0ef23b8104239,eni-3e2cbfe87fd44dff,eni-c9fcf042fb9149d9,0,0,1,258,30602,1706541097,1706542638,ACCEPT,NODATA,egress,us-east-1,313755715173,0,2
flow-int-830047b8e0d94953,eni-c41d34c005de4cd4,eni-4480b7d274d442f2,49336,5432,6,389,5251,1705681006,1705682988,ACCEPT,NODATA,ingress,us-west-2,237607588179,193,8
flow-int-f8feebcfa63a499f,eni-3aa69e3518f948db,eni-2908a0b952f345fa,53280,80,17,368,20670,1704834318,1704837283,ACCEPT,NODATA,ingress,ap-southeast-1,272789472484,0,8
flow-int-16a97712ae544154,eni-a13493915b94454e,eni-5b63b11541dc4dca,40774,5432,17,129,14031,1708798009,1708800702,ACCEPT,SKIPDATA,egress,us-east-1,758561730154,0,7
flow-int-eea9090050714925,eni-545ecf21b0b84f99,eni-37920dd4ee2e4297,65323,995,6,221,8900,1706104564,1706107762,ACCEPT,OK,egress,us-east-1,154232259186,59,1
flow-int-dbd61513228146cf,eni-62dc976a42e14c64,eni-5284903353b64ebd,39944,5432,6,110,12133,1704088089,1704088446,ACCEPT,SKIPDATA,egress,ap-southeast-1,783667334606,59,5
flow-int-2362be5755da4e2b,eni-724fd4c175ac4c4e,eni-c03c644a70be4b32,63964,3306,17,66,5952,1705096095,1705097574,ACCEPT,SKIPDATA,egress,eu-north-1,730272913493,0,2
flow-int-320f9713628645bd,eni-bd0b1738bb554c95,eni-4c8fe417bc0741d6,0,0,1,57,23313,1706453786,1706454554,ACCEPT,SKIPDATA,egress,us-east-1,132679342907,0,1
flow-int-b3adee50c39c4cea,eni-0c5d4add452946f0,eni-cd60f5fcf9be4626,33174,3306,17,489,2729,1705697085,1705700626,REJECT,SKIPDATA,egress,us-west-2,221070629118,0,3
flow-int-54cb947f2fc24b7d,eni-c46e43cbca034030,eni-ff77ee07900a4ade,33113,22,17,370,579,1708556560,1708559295,ACCEPT,NODATA,egress,us-east-1,265108826949,0,8
flow-int-2afe7a2700624669,eni-709892c311b84b5c,eni-cbdeca397cab46e7,47962,5432,6,246,32324,1707104634,1707106448,REJECT,NODATA,egress,eu-north-1,622819980138,9,8
flow-int-6a343941fcfd4247,eni-794ef3e5ab0e484f,eni-b91a05415dcb4c7b,40789,3306,6,168,11540,1704956250,1704959084,ACCEPT,NODATA,egress,us-east-1,410372142785,76,5
flow-int-80028716b6a04ed2,eni-fc71e29d01974824,eni-1bee8437e69441ee,50524,143,17,169,28870,1705932154,1705933556,ACCEPT,SKIPDATA,ingress,ap-southeast-1,664723614554,0,1
flow-int-afe9de3ee46c473d,eni-913e777716564359,eni-1eb23219b9464b32,0,0,1,393,19109,1708417715,1708418001,ACCEPT,OK,ingress,us-east-1,742644291879,0,2
flow-int-f2d5e1d3a3bb4004,eni-e2689299e3a24be8,eni-ac228cd3b946437a,0,0,1,280,20387,1705831605,1705834688,ACCEPT,SKIPDATA,ingress,ap-southeast-1,370149085357,0,4
flow-int-c816b6a6a7bb4819,eni-cbfec49c276c44f0,eni-ea4fcbd573954d20,45122,3306,6,1,30961,1707525147,1707526590,ACCEPT,NODATA,egress,eu-north-1,848650562837,101,8
flow-int-2be8d537c83e4542,eni-510750294ab14d0c,eni-5bc5bff22ee84ac8,48241,443,6,159,27052,1705557515,1705558491,REJECT,OK,egress,us-east-1,663065073394,15,6
flow-int-e205f1418d6f46e1,eni-1d4ffd46c1c040aa,eni-2d2c418da10e4151,36956,80,17,93,254,1708875344,1708876844,ACCEPT,NODATA,egress,us-west-2,864392509028,0,1
flow-int-97b2f3212a4d4399,eni-e516f22bffdb45a4,eni-4c839c9444b648e1,46933,25,6,347,21114,1708861641,1708864725,ACCEPT,NODATA,ingress,us-west-2,870571539961,15,1
flow-int-c81c3c77325f40a3,eni-77f471a670b84c4b,eni-264fd5c24f3c446b,65399,993,17,238,25959,1708025925,1708027851,ACCEPT,NODATA,ingress,eu-north-1,479327587714,0,8
flow-int-28f91fac06154a34,eni-d31901c0803448ed,eni-abdc4fa035234257,50059,443,17,380,18000,1705064036,1705065236,REJECT,NODATA,egress,ap-southeast-1,690454220173,0,8
flow-int-aafb61740df248f7,eni-ec7269fc5647476c,eni-6c1ef52238b345b8,0,0,1,343,799,1704612973,1704615426,ACCEPT,OK,ingress,eu-north-1,729045796686,0,7
flow-int-ab8a61d5020f4bfb,eni-481bc5fd382c459e,eni-b53b2c51ae664e72,0,0,1,363,1384,1705998080,1706000833,ACCEPT,SKIPDATA,ingress,eu-north-1,420596202255,0,3
flow-int-ce1f69eca06f4021,eni-6382e0e307f346af,eni-f6d820203afa4c0a,53291,995,6,65,25612,1708120169,1708123107,ACCEPT,OK,egress,eu-north-1,497116670072,154,5
flow-int-c2a3810b2a1e4c0a,eni-1ecd4f6d4e6746e3,eni-4117d94568b64f4f,62034,3389,17,479,25086,1706870626,1706871074,ACCEPT,OK,egress,ap-southeast-1,531794980065,0,4
flow-int-a38a60e16b014e70,eni-fd49acce5ad44c57,eni-7152836228184b95,45897,53,17,245,1955,1704192149,1704193081,ACCEPT,SKIPDATA,ingress,us-east-1,682304496529,0,8
flow-int-da08a43a5a1f4833,eni-84df208974b74b37,eni-c7f8b3df4887486f,53247,3306,6,432,20985,1707229639,1707230547,ACCEPT,NODATA,egress,us-east-1,595691309445,60,2
flow-int-89fc6fed830742dd,eni-360b8d16a01e4410,eni-b35451b7c2694768,32932,3389,6,72,6938,1709110304,1709113210,ACCEPT,NODATA,egress,us-east-1,814143361972,228,2
flow-int-4de3313353c44b20,eni-2569b952ab904a5c,eni-0cd885bb4a074f3e,60039,143,6,285,27955,1708759175,1708762119,ACCEPT,SKIPDATA,egress,ap-southeast-1,271563295713,184,4
flow-int-8c298f83193e42f9,eni-cc539dc0ac5944ea,eni-e98c8da11cee437e,0,0,1,433,20729,1705931369,1705934030,ACCEPT,SKIPDATA,ingress,ap-southeast-1,708139821392,0,3
flow-int-9f0d032e072f4f47,eni-38bd6d9418a74410,eni-69e4409cfe504d19,51279,995,17,233,21577,1704697459,1704697841,ACCEPT,OK,egress,ap-southeast-1,569279610000,0,1
flow-int-460d55c9777f4c53,eni-f06f33ad83a84f80,eni-2dacafcbb60e44f5,0,0,1,46,18651,1707593235,1707594399,ACCEPT,OK,ingress,eu-north-1,989387660690,0,7
flow-int-ee6a1791eda24278,eni-845f5585db3f4f7a,eni-84f92fe3826248ab,0,0,1,466,23097,1704579809,1704583292,ACCEPT,SKIPDATA,ingress,us-east-1,945240328610,0,7
flow-int-b35091541c5b4b37,eni-fcafc7c912954ef8,eni-35aeb5d041724a1a,40407,143,6,155,1456,1704398334,1704398499,ACCEPT,NODATA,egress,us-east-1,388736144125,164,8
flow-int-96a935f360e74e11,eni-4b8501305b764e6b,eni-623ef76b30f1449d,47546,995,6,445,4012,1706833413,1706834759,ACCEPT,SKIPDATA,ingress,us-west-2,633510609929,46,8
flow-int-586df9a0791849cb,eni-de024a9adf894034,eni-2b10c745e3a844e9,0,0,1,53,26797,1704869802,1704872238,ACCEPT,OK,egress,us-west-2,458406822944,0,5
flow-int-afc0ba8b9d8346aa,eni-de8122732bc84244,eni-b97054a46bcc4681,62915,25,17,421,16814,1707081026,1707083082,ACCEPT,OK,ingress,us-east-1,148937388616,0,8
flow-int-b772bde5baf34e54,eni-46ee654e6de74656,eni-1dc414340aa94e31,35719,53,6,17,6349,1708410433,1708413792,ACCEPT,SKIPDATA,egress,eu-north-1,971916935849,102,3
flow-int-e2595e8934ca4352,eni-a5db92c58b4d4c90,eni-dd3717aebf094cdc,40842,22,6,78,10752,1707949951,1707950835,ACCEPT,SKIPDATA,egress,eu-north-1,728745465450,29,7
flow-int-a28f5748aa2c4596,eni-292855ae25714ba4,eni-e7e3f566ffc14666,0,0,1,344,17611,1706687482,1706689115,ACCEPT,SKIPDATA,egress,eu-north-1,595752340962,0,1
flow-int-25ae84306e484c1f,eni-1b46b20cf5b1418f,eni-9e8885b96a7546bb,64574,23,6,414,5560,1706370236,1706371920,ACCEPT,SKIPDATA,egress,eu-north-1,747016939313,203,4
flow-int-afca0bcb56aa4265,eni-46303d6b638d4f25,eni-cf988699ee91437e,55624,5432,6,413,8348,1705934612,1705935578,ACCEPT,OK,ingress,us-east-1,996482630540,164,7
flow-int-072f4da211a54061,eni-08bb5283864d43ac,eni-f4bc1f783dfa4af8,50160,993,17,270,2385,1704505746,1704508460,ACCEPT,OK,ingress,us-west-2,409427347839,0,6
flow-int-130a408bc84e4f7a,eni-6e14b7e147de4a6b,eni-9dd19f84ee88424d,0,0,1,148,6070,1705702854,1705704517,ACCEPT,OK,egress,us-east-1,113609687590,0,4
flow-int-e58f7ea7305542a7,eni-413902ef1afd4f64,eni-a1d40a5f02de452d,0,0,1,437,30204,1707905281,1707905568,ACCEPT,NODATA,egress,eu-north-1,398183698285,0,2
flow-int-547ce2de2c3c45a4,eni-067a9fd7cf974ecf,eni-30fa7eb7885e4fee,48664,995,17,225,30177,1707842125,1707843516,ACCEPT,SKIPDATA,ingress,ap-southeast-1,118043177720,0,7
flow-int-60fea5dac1f24d5d,eni-67fc8fff9d7644ea,eni-6c5f82f24cb84f5f,0,0,1,462,8802,1708318828,1708319133,ACCEPT,OK,egress,us-west-2,400576875675,0,5
flow-int-d2f97eb525134da2,eni-15c3030e936145d0,eni-a3ce51e949c64be7,0,0,1,48,12606,1704369978,1704371600,ACCEPT,OK,ingress,us-east-1,467651618849,0,2
flow-int-cc31eb92a8414d55,eni-fa91f56a460543a1,eni-a94fd581f85844e4,39449,53,17,370,30498,1707413622,1707415931,ACCEPT,NODATA,egress,ap-southeast-1,576717313344,0,3
flow-int-1d47a93b7b294ec7,eni-78e8051289ba4624,eni-1d38c91061fe4e35,42004,53,17,11,6336,1705713604,1705714781,ACCEPT,OK,ingress,us-west-2,110573105035,0,1
flow-int-ff7754a2aa6a4c1d,eni-e52984b016e147ac,eni-c5ddfd03129b4f3c,0,0,1,313,32125,1707355747,1707358094,ACCEPT,NODATA,egress,us-east-1,297999606408,0,2
flow-int-9d616dff376c411f,eni-ab2b4ecfc328405a,eni-b7195cc793894765,0,0,1,275,22675,1706315945,1706316188,ACCEPT,OK,egress,ap-southeast-1,305676621301,0,8
flow-int-c95f9529aee24eff,eni-540f9530a8b14be0,eni-114d1143f315479e,0,0,1,3,10470,1707936958,1707939492,REJECT,SKIPDATA,ingress,us-west-2,170417976725,0,6
flow-int-01a1d5bcf2254299,eni-347cc442f7ca44fd,eni-48d3aac07dac4031,0,0,1,400,784,1707433151,1707435932,ACCEPT,NODATA,egress,ap-southeast-1,667446931594,0,3
flow-int-62b539103a4544b2,eni-335ec5ca2cda409e,eni-9beecfee0c4e48c4,58091,110,17,284,25970,1707583862,1707585959,ACCEPT,SKIPDATA,ingress,eu-north-1,417355673290,0,5
flow-int-e3db23a1aa064769,eni-e11ee179ba054b71,eni-65956e6519054d2f,64169,22,6,407,18566,1704870830,1704874284,ACCEPT,OK,ingress,us-east-1,908865552604,119,2
flow-int-863662eb748f4a1e,eni-b2b0c1b5aa864d6f,eni-3709f63a19c149fc,48631,22,17,376,16572,1708416485,1708419973,ACCEPT,NODATA,egress,eu-north-1,808820197784,0,3
flow-int-2b10f812686241b9,eni-dfbbca27767b48be,eni-9ed9300360774dd7,64862,80,6,343,15462,1705802444,1705802891,ACCEPT,NODATA,egress,ap-southeast-1,404169884816,101,2
flow-int-1e3ad9e196f441a8,eni-1faba1c8b557405f,eni-c1ec1881ed344d01,40245,25,17,158,19034,1709249847,1709252207,ACCEPT,NODATA,ingress,us-east-1,589123661507,0,5
flow-int-84bc53ae180f4ed5,eni-7ce9ff31029c435e,eni-4eccf485b82c435c,48759,53,6,148,4548,1704461456,1704461992,ACCEPT,NODATA,ingress,ap-southeast-1,999099076784,218,1
flow-int-0997f2c6a27747ad,eni-e63287a87a8a4671,eni-6a713d874ac74f26,45082,80,17,76,14092,1704560691,1704563697,ACCEPT,OK,egress,eu-north-1,669629209011,0,3
flow-int-6c5f9b7c6523433d,eni-f64f2e7857ad4b6f,eni-142a8d786b6146ec,0,0,1,471,24530,1707344635,1707345580,ACCEPT,OK,ingress,eu-north-1,270907112922,0,3
flow-int-18f5cbc5600c449d,eni-5382d08fb4174b37,eni-58eef2cfd1d44fc6,57686,80,17,309,22468,1707421669,1707423263,ACCEPT,SKIPDATA,egress,us-east-1,831886894885,0,8
flow-int-c2a8194efd5e4b99,eni-8eb764ad90814e99,eni-ad91916c670e4b5a,0,0,1,419,10485,1706125125,1706128309,ACCEPT,SKIPDATA,egress,us-west-2,788279144236,0,7
flow-int-ab7a235ff75540f9,eni-0a5e7740bd484ffa,eni-bfd5d0219bcd419e,51297,5432,17,23,18272,1705466655,1705466818,ACCEPT,NODATA,ingress,eu-north-1,894265322890,0,5
flow-int-4ccb2c7e0b024fbe,eni-ab084799f2cb44e4,eni-aff7e9155a0d4087,61412,53,17,104,1442,1704841672,1704843464,ACCEPT,SKIPDATA,ingress,us-west-2,355043810470,0,8
flow-int-92a97f788e364cf4,eni-b136efbaa80f43de,eni-cc7f11c3fc2a4686,63519,993,17,53,18998,1705366063,1705366569,ACCEPT,SKIPDATA,ingress,us-west-2,473416677919,0,2
flow-int-57a4ef62be5f456e,eni-998a6cb75c114344,eni-2dacafcbb60e44f5,0,0,1,205,14786,1705916106,1705919185,ACCEPT,OK,egress,us-east-1,342330097603,0,5
flow-int-643b26251cdb4ddb,eni-e8b9e1bcd3e04e2f,eni-66f4d3c13c3d407a,0,0,1,71,14601,1706196519,1706198940,ACCEPT,NODATA,ingress,us-west-2,824368398967,0,6
flow-int-f8ba8252f3fa4db1,eni-ffbd75168af64bf2,eni-b21479d305694850,0,0,1,85,11340,1706424609,1706426973,ACCEPT,NODATA,egress,us-east-1,590944719680,0,3
flow-int-bbb915da70d94255,eni-7b9697f499e34da2,eni-6c400fdf7d0741a4,56762,110,6,434,15347,1706972082,1706973857,ACCEPT,SKIPDATA,egress,us-west-2,881731156351,190,4
flow-int-1196552ffef04362,eni-10f16793e5164f0a,eni-8cd4d0950a904ab2,46120,3306,6,149,30452,1706210576,1706212492,ACCEPT,OK,egress,eu-north-1,497024931730,202,8
flow-int-8f389b156caa4b6e,eni-f00019d4cb9b4016,eni-49a24305ed114069,46242,443,17,360,32216,1705244868,1705246215,ACCEPT,OK,ingress,us-east-1,447003019130,0,4
flow-int-b5ff32c3f85a4812,eni-18e8b44098484074,eni-ca91c5d6ae5040f7,34303,143,17,123,5640,1708229738,1708233225,ACCEPT,OK,egress,eu-north-1,214025625477,0,7
flow-int-49b9ced43bbd4a56,eni-5e52c976f7f14cc1,eni-3c7d87b65edb4167,0,0,1,149,16164,1707434600,1707435379,ACCEPT,OK,ingress,ap-southeast-1,779675213289,0,1
flow-int-3ef3167f780f4118,eni-b09d5f41a6154e40,eni-862c3c689465443f,41818,5432,6,167,3268,1706300001,1706302959,ACCEPT,OK,ingress,us-east-1,793500759827,38,1
flow-int-7de21a7fe9f24f33,eni-9a12077f3c474295,eni-c73c70b444a04d98,51728,995,17,79,31686,1708021434,1708022826,ACCEPT,OK,ingress,eu-north-1,824124555014,0,4
flow-int-dadeebea152d4d33,eni-7af153f423014dd2,eni-b6aa82ed0ae845f5,33200,5432,17,94,12311,1707361317,1707363320,ACCEPT,NODATA,ingress,ap-southeast-1,647393643334,0,5
flow-int-c57898c02a6042a7,eni-b3cbbae38fa443ee,eni-d8c832a089a249f7,0,0,1,144,4087,1705990766,1705993480,ACCEPT,SKIPDATA,ingress,ap-southeast-1,396466383277,0,5
flow-int-15ca7145f0214bc1,eni-a01d3a095d044f77,eni-8ebd61573bee40a5,0,0,1,262,10802,1704707541,1704710334,ACCEPT,NODATA,ingress,us-west-2,803675077023,0,3
