id,mac_address,description,private_ip_address,private_dns_name,public_ip,status,subnetid,interface_type,source_dest_check
eni-ed67d7649f864a6d,d7:cb:3f:25:ba:bd,Interface 1 for i-813ef007426149c3,10.131.42.159,ip-10-131-42-159.ec2.internal,53.155.186.149,in-use,subnet-68295b18900144ad,interface,False
eni-7fa1aeb06c6d4eca,21:75:cc:81:a9:2b,Interface 2 for i-813ef007426149c3,10.25.97.97,ip-10-25-97-97.ec2.internal,54.8.216.201,in-use,subnet-c422153d2d264a20,interface,False
eni-6b7f0c15b4e34b46,3f:2c:a4:44:19:82,Interface 1 for i-74f3e3715e784c4f,10.72.192.4,ip-10-72-192-4.ec2.internal,52.50.196.30,attaching,subnet-532865b57c9c43f8,efa,False
eni-4cbf397222304d53,5d:89:09:bf:58:af,Interface 2 for i-74f3e3715e784c4f,10.78.41.185,ip-10-78-41-185.ec2.internal,52.118.255.223,attaching,subnet-9e729379b92d42ff,efa,False
eni-6a23b64c167c4abc,e4:11:22:82:3a:0e,Interface 3 for i-74f3e3715e784c4f,10.12.15.59,ip-10-12-15-59.ec2.internal,54.187.216.95,available,subnet-68295b18900144ad,interface,False
eni-f64efcc2eb364fe3,be:c0:3e:a0:e3:8d,Interface 1 for i-9bfb23e7391940c9,10.243.195.127,ip-10-243-195-127.ec2.internal,53.78.61.194,associated,subnet-fce80d037aac45f1,efa,True
eni-fee067242d5b452d,09:38:85:d5:3b:db,Interface 2 for i-9bfb23e7391940c9,10.9.84.96,ip-10-9-84-96.ec2.internal,54.62.145.201,associated,subnet-e034761f19b34fd5,efa,True
eni-fba70f82926440b9,e8:20:d4:f1:7d:a8,Interface 1 for i-927b659a6b654d09,10.97.148.31,ip-10-97-148-31.ec2.internal,53.110.140.42,associated,subnet-04959c10ae634b9c,efa,False
eni-0803d30968e34197,f5:cb:d9:f8:2f:fd,Interface 1 for i-d6f68eba57ca4357,10.105.145.50,ip-10-105-145-50.ec2.internal,53.115.82.109,available,subnet-a94a6d69f6de405c,efa,False
eni-227dd735ec8e49c2,3f:99:a1:bf:0f:72,Interface 2 for i-d6f68eba57ca4357,10.69.15.135,ip-10-69-15-135.ec2.internal,54.66.133.183,detaching,subnet-68295b18900144ad,interface,True
eni-31cef4b9c28c4c66,36:44:7c:d3:69:93,Interface 3 for i-d6f68eba57ca4357,10.221.209.248,ip-10-221-209-248.ec2.internal,54.48.158.243,available,subnet-35c512c8a1c84aa9,interface,False
eni-6b8db603ab3249cd,d1:e6:d9:ec:0e:7b,Interface 1 for i-9d1c92cb59ff49a2,10.124.67.139,ip-10-124-67-139.ec2.internal,53.28.211.133,associated,subnet-1bdfc8b0137643a2,interface,True
eni-3dee5bac29934358,92:1a:67:9e:4a:83,Interface 2 for i-9d1c92cb59ff49a2,10.221.231.48,ip-10-221-231-48.ec2.internal,53.13.10.102,associated,subnet-1bdfc8b0137643a2,efa,False
eni-18df4bf9960c4b74,60:3b:a5:ac:55:2d,Interface 3 for i-9d1c92cb59ff49a2,10.18.26.203,ip-10-18-26-203.ec2.internal,52.233.229.68,associated,subnet-fce80d037aac45f1,efa,True
eni-c9fcf042fb9149d9,80:3b:2e:74:c8:60,Interface 1 for i-9f2994d3079a42d1,10.7.180.98,ip-10-7-180-98.ec2.internal,53.77.78.45,in-use,subnet-491196a60d164ae6,interface,True
eni-a15c6e75a1c84b0b,25:9a:ff:0e:4f:51,Interface 2 for i-9f2994d3079a42d1,10.43.227.78,ip-10-43-227-78.ec2.internal,52.201.25.206,attaching,subnet-a7a8144e75234345,interface,False
eni-dcea41be4e9b4c52,1d:15:86:cb:65:41,Interface 3 for i-9f2994d3079a42d1,10.107.19.180,ip-10-107-19-180.ec2.internal,53.70.77.188,associated,subnet-a94a6d69f6de405c,efa,True
eni-a40e76764ae74969,75:c3:c7:c5:b2:b4,Interface 1 for i-e3d50ae2cde14f66,10.145.94.147,ip-10-145-94-147.ec2.internal,52.220.45.210,detaching,subnet-c992af5b44064881,interface,False
eni-215de9ef6def4678,00:87:3c:db:59:80,Interface 2 for i-e3d50ae2cde14f66,10.242.100.11,ip-10-242-100-11.ec2.internal,52.33.142.74,associated,subnet-35c512c8a1c84aa9,efa,True
eni-562b065f07054ba6,44:8f:40:5e:f1:56,Interface 1 for i-2d8cb29e22134b0f,10.111.179.128,ip-10-111-179-128.ec2.internal,52.50.87.10,in-use,subnet-491196a60d164ae6,efa,False
eni-6ba4ce4c37ab4a76,26:f3:09:b8:e9:22,Interface 1 for i-8702e5ed4f8f4925,10.244.241.64,ip-10-244-241-64.ec2.internal,53.115.184.212,associated,subnet-fce80d037aac45f1,efa,False
eni-70fb11398313466d,44:0d:89:e0:c5:8f,Interface 1 for i-d1c5ce747150431e,10.62.197.186,ip-10-62-197-186.ec2.internal,52.188.128.104,detaching,subnet-491196a60d164ae6,efa,True
eni-79c37ea3d5f34714,e5:02:56:c5:92:9a,Interface 1 for i-b2a9e1b7c1ab4893,10.65.245.112,ip-10-65-245-112.ec2.internal,52.77.8.181,associated,subnet-532865b57c9c43f8,efa,False
eni-7ce26cff6b734a55,62:e4:74:9b:08:c0,Interface 2 for i-b2a9e1b7c1ab4893,10.150.139.120,ip-10-150-139-120.ec2.internal,53.13.57.102,available,subnet-c992af5b44064881,interface,True
eni-3b0079b64a75489a,34:c8:af:d6:ed:3f,Interface 1 for i-58cd2125d0fe4379,10.110.26.61,ip-10-110-26-61.ec2.internal,54.86.77.64,in-use,subnet-e034761f19b34fd5,interface,False
eni-ba02b4fc64c14b61,46:95:13:98:92:0a,Interface 2 for i-58cd2125d0fe4379,10.106.16.130,ip-10-106-16-130.ec2.internal,53.234.230.55,associated,subnet-ecab694e60ea46bf,efa,True
eni-78a3eed5ce64414e,06:a6:3e:05:e9:a3,Interface 1 for i-aa09fc2b821e45df,10.234.117.140,ip-10-234-117-140.ec2.internal,54.94.161.184,attaching,subnet-9e729379b92d42ff,interface,True
eni-797d3c3922ed4f75,01:07:98:df:20:75,Interface 2 for i-aa09fc2b821e45df,10.4.1.53,ip-10-4-1-53.ec2.internal,54.40.236.128,attaching,subnet-9e729379b92d42ff,interface,True
eni-bfc08b1dc1f44e71,1e:bf:1d:88:97:86,Interface 3 for i-aa09fc2b821e45df,10.237.130.206,ip-10-237-130-206.ec2.internal,52.58.37.214,available,subnet-6220c09b37764b3d,interface,True
eni-715da48cfeb84472,58:e7:8f:88:a5:17,Interface 1 for i-5b8f09cf151f4086,10.220.134.165,ip-10-220-134-165.ec2.internal,54.69.252.164,available,subnet-b82125089b06404f,interface,True
eni-00b68156585b421c,b0:3a:48:f1:95:ed,Interface 2 for i-5b8f09cf151f4086,10.92.241.79,ip-10-92-241-79.ec2.internal,52.232.175.192,available,subnet-ecab694e60ea46bf,interface,True
eni-678cf6abcf4d4acd,0b:be:a6:b4:c5:73,Interface 3 for i-5b8f09cf151f4086,10.111.55.191,ip-10-111-55-191.ec2.internal,53.186.55.16,attaching,subnet-c992af5b44064881,efa,False
eni-742dff62ab9541b8,5e:7e:a6:95:15:8d,Interface 1 for i-90af65c99a17409e,10.233.32.219,ip-10-233-32-219.ec2.internal,54.58.106.167,in-use,subnet-1bdfc8b0137643a2,interface,True
eni-5ae18e4ca3d74e9f,52:06:ea:1c:81:db,Interface 2 for i-90af65c99a17409e,10.131.224.222,ip-10-131-224-222.ec2.internal,53.149.212.226,in-use,subnet-96915c2c9bf84c7a,interface,True
eni-d3e0c7b0be124b8b,39:35:55:31:c9:56,Interface 1 for i-9ed620a1195841fa,10.112.28.156,ip-10-112-28-156.ec2.internal,53.50.14.93,attaching,subnet-e034761f19b34fd5,interface,False
eni-0da306c14ce04f88,17:5c:32:82:1f:6c,Interface 2 for i-9ed620a1195841fa,10.99.21.129,ip-10-99-21-129.ec2.internal,54.218.8.57,detaching,subnet-c992af5b44064881,interface,True
eni-475e5bcbef38435f,76:87:68:ca:5e:f7,Interface 1 for i-f7c5fbb7c3024e68,10.124.43.60,ip-10-124-43-60.ec2.internal,54.37.106.214,attaching,subnet-ecab694e60ea46bf,efa,False
eni-2f1c6edc34e0404d,32:cd:bf:69:48:84,Interface 2 for i-f7c5fbb7c3024e68,10.93.114.81,ip-10-93-114-81.ec2.internal,52.129.77.164,available,subnet-e034761f19b34fd5,efa,True
eni-b574b61fbd994d57,70:71:22:48:30:0d,Interface 1 for i-9d57b927fa4a4c2d,10.17.73.226,ip-10-17-73-226.ec2.internal,54.11.20.242,in-use,subnet-96915c2c9bf84c7a,interface,True
eni-6b228a90becf46e8,09:ad:f0:bb:91:f3,Interface 2 for i-9d57b927fa4a4c2d,10.12.145.157,ip-10-12-145-157.ec2.internal,52.47.90.79,in-use,subnet-68295b18900144ad,efa,True
eni-f6d5705113c743a8,03:3c:91:e9:2b:06,Interface 3 for i-9d57b927fa4a4c2d,10.179.48.148,ip-10-179-48-148.ec2.internal,53.154.34.135,available,subnet-a7a8144e75234345,interface,False
eni-44fc60048bd3469b,a1:dd:37:6b:6e:ae,Interface 1 for i-f967449c71164245,10.92.234.217,ip-10-92-234-217.ec2.internal,54.177.208.219,available,subnet-532865b57c9c43f8,efa,False
eni-ed81ca551aa74072,16:ff:60:7a:78:98,Interface 1 for i-bc021fb84c9646a9,10.170.249.125,ip-10-170-249-125.ec2.internal,54.31.130.29,available,subnet-491196a60d164ae6,efa,True
eni-8d0578282f694234,c8:9c:02:c0:22:85,Interface 2 for i-bc021fb84c9646a9,10.124.142.54,ip-10-124-142-54.ec2.internal,53.183.203.104,in-use,subnet-9e729379b92d42ff,efa,False
eni-9afa66c3d2254f5e,39:4b:21:21:99:81,Interface 3 for i-bc021fb84c9646a9,10.92.175.159,ip-10-92-175-159.ec2.internal,53.204.199.158,available,subnet-a94a6d69f6de405c,interface,False
eni-216d8e10013f470d,a3:4c:8e:85:e7:d8,Interface 1 for i-79ad7aea8e444619,10.129.11.159,ip-10-129-11-159.ec2.internal,52.195.153.152,in-use,subnet-e4fdf8247d2248b8,efa,True
eni-97c9ecd5d25646d3,8f:88:f3:37:a9:86,Interface 1 for i-7d7d6b03b8fd4be1,10.43.47.245,ip-10-43-47-245.ec2.internal,54.56.5.127,available,subnet-9e729379b92d42ff,efa,True
eni-58caffb8713b4a8a,ab:74:47:6b:99:65,Interface 2 for i-7d7d6b03b8fd4be1,10.119.220.65,ip-10-119-220-65.ec2.internal,54.63.57.97,detaching,subnet-9543070158c74db1,interface,True
eni-f27faef6bdb64d5c,3d:46:4f:05:a6:1b,Interface 3 for i-7d7d6b03b8fd4be1,10.252.34.243,ip-10-252-34-243.ec2.internal,54.107.23.167,associated,subnet-04959c10ae634b9c,interface,True
eni-9c8e085c8eab455f,d4:94:8c:30:6c:4f,Interface 1 for i-e3e6a7c55b29458c,10.169.205.214,ip-10-169-205-214.ec2.internal,54.157.152.24,associated,subnet-b82125089b06404f,efa,True
eni-a9ce780be85b4176,0a:23:b6:25:45:31,Interface 1 for i-c99de84546cb4c9f,10.115.109.98,ip-10-115-109-98.ec2.internal,53.248.93.3,attaching,subnet-e034761f19b34fd5,interface,False
eni-c9f65aba55c64a99,b6:82:dc:98:51:6a,Interface 1 for i-d84ca472278e45c8,10.142.209.225,ip-10-142-209-225.ec2.internal,53.254.237.157,detaching,subnet-6220c09b37764b3d,efa,False
eni-5c7f7c5eba014c44,d4:0e:11:2e:c3:bb,Interface 1 for i-7c663b8a611d4b56,10.78.231.60,ip-10-78-231-60.ec2.internal,53.49.191.254,attaching,subnet-a94a6d69f6de405c,interface,False
eni-f8eaaeba26354119,6e:35:91:32:38:87,Interface 1 for i-d44aa33e12114343,10.230.219.75,ip-10-230-219-75.ec2.internal,53.40.15.88,attaching,subnet-96915c2c9bf84c7a,interface,True
eni-43c140506c694532,99:6a:1e:06:f6:06,Interface 1 for i-0ceb0c821acc4e67,10.213.41.163,ip-10-213-41-163.ec2.internal,53.62.155.228,in-use,subnet-ecab694e60ea46bf,efa,False
eni-1f7bf3da7769414c,cd:b7:2c:08:3b:03,Interface 2 for i-0ceb0c821acc4e67,10.210.104.22,ip-10-210-104-22.ec2.internal,53.74.59.127,attaching,subnet-c422153d2d264a20,efa,True
eni-1a5abf3ed8c644dd,bc:ce:14:bc:9f:ee,Interface 1 for i-1f7408f5689e4b22,10.249.167.27,ip-10-249-167-27.ec2.internal,52.129.106.194,detaching,subnet-491196a60d164ae6,efa,True
eni-8c3127418a2c435a,34:7c:98:50:f8:33,Interface 2 for i-1f7408f5689e4b22,10.76.223.185,ip-10-76-223-185.ec2.internal,54.116.141.79,in-use,subnet-68295b18900144ad,efa,True
eni-64d1d3b0b9c940dc,d9:ba:9e:05:99:c8,Interface 1 for i-d063b72b57b74df4,10.10.166.218,ip-10-10-166-218.ec2.internal,54.171.107.135,detaching,subnet-a94a6d69f6de405c,efa,True
eni-1a24eb7f89f24630,0a:65:32:1a:a3:ec,Interface 2 for i-d063b72b57b74df4,10.146.5.134,ip-10-146-5-134.ec2.internal,52.254.105.19,attaching,subnet-e034761f19b34fd5,interface,False
eni-d0081fcf37dc4ee3,22:03:04:bb:9f:ab,Interface 1 for i-6a8a8cc2848d4130,10.24.103.123,ip-10-24-103-123.ec2.internal,53.101.81.74,attaching,subnet-e4fdf8247d2248b8,efa,False
eni-4bd90b5c8e0f402f,be:bd:29:e0:99:e6,Interface 2 for i-6a8a8cc2848d4130,10.95.172.186,ip-10-95-172-186.ec2.internal,52.41.71.63,associated,subnet-9543070158c74db1,efa,False
eni-b508136de30a4818,5e:20:69:8e:23:a4,Interface 1 for i-44e0d588c44d4785,10.159.151.64,ip-10-159-151-64.ec2.internal,52.199.32.94,attaching,subnet-532865b57c9c43f8,interface,True
eni-04c0acef194b434c,51:a0:ce:fd:eb:a6,Interface 2 for i-44e0d588c44d4785,10.242.65.131,ip-10-242-65-131.ec2.internal,53.158.140.219,associated,subnet-e034761f19b34fd5,efa,False
eni-38a66c56aeec400f,87:77:7e:cf:a3:9d,Interface 3 for i-44e0d588c44d4785,10.74.24.122,ip-10-74-24-122.ec2.internal,53.242.17.86,associated,subnet-fce80d037aac45f1,interface,False
eni-20a705d8740043fd,d6:55:ec:01:f5:95,Interface 1 for i-fda629d1f7c44a82,10.236.251.248,ip-10-236-251-248.ec2.internal,53.14.32.187,attaching,subnet-fce80d037aac45f1,efa,False
eni-4653cec476d647dd,c9:80:64:84:f8:bf,Interface 1 for i-7e2f3839f9494ab4,10.200.96.196,ip-10-200-96-196.ec2.internal,53.32.56.179,available,subnet-ecab694e60ea46bf,interface,False
eni-b2a3b1eb0f934471,ba:5b:a7:88:58:d3,Interface 2 for i-7e2f3839f9494ab4,10.53.29.13,ip-10-53-29-13.ec2.internal,53.216.41.38,associated,subnet-9e729379b92d42ff,interface,False
eni-91acdfcfccdd4a7d,82:d4:34:59:30:37,Interface 3 for i-7e2f3839f9494ab4,10.93.161.195,ip-10-93-161-195.ec2.internal,53.63.181.93,attaching,subnet-c422153d2d264a20,efa,False
eni-af30785c8a3b4555,fb:f4:e9:eb:9e:5b,Interface 1 for i-e20ee6b9c7624697,10.26.28.250,ip-10-26-28-250.ec2.internal,53.140.240.201,attaching,subnet-96915c2c9bf84c7a,efa,True
eni-58b4a51a16154759,b6:e0:a8:7d:9a:af,Interface 1 for i-05922ee0514643b0,10.6.247.236,ip-10-6-247-236.ec2.internal,52.87.140.198,associated,subnet-96915c2c9bf84c7a,efa,False
eni-375c17035e824de3,fd:e7:24:47:42:07,Interface 2 for i-05922ee0514643b0,10.165.0.169,ip-10-165-0-169.ec2.internal,53.43.218.37,associated,subnet-b82125089b06404f,efa,False
eni-dd632558c8cd404b,8f:52:97:11:74:c2,Interface 3 for i-05922ee0514643b0,10.58.98.128,ip-10-58-98-128.ec2.internal,54.114.113.76,attaching,subnet-a7a8144e75234345,interface,False
eni-aac34f510c734e07,ec:14:a5:9f:8d:bb,Interface 1 for i-64e76268e178434b,10.28.247.164,ip-10-28-247-164.ec2.internal,52.86.61.162,associated,subnet-68295b18900144ad,efa,True
eni-7c054678d4f843fe,ba:51:23:35:60:81,Interface 1 for i-72ccce9536034c44,10.98.87.22,ip-10-98-87-22.ec2.internal,52.220.13.144,attaching,subnet-050903050f8c40d6,efa,True
eni-4e45d148ba7c4248,de:8d:00:8e:af:40,Interface 2 for i-72ccce9536034c44,10.132.35.52,ip-10-132-35-52.ec2.internal,54.112.195.130,detaching,subnet-532865b57c9c43f8,efa,False
eni-c0d9f4157eaa4f18,88:7d:8d:4d:8b:25,Interface 1 for i-b02e3f48bc564236,10.212.224.160,ip-10-212-224-160.ec2.internal,54.84.108.200,available,subnet-e034761f19b34fd5,interface,True
eni-574e291c08cd479c,e1:b0:96:d4:a2:36,Interface 1 for i-294e4388ef4a4c22,10.214.164.207,ip-10-214-164-207.ec2.internal,54.26.60.99,associated,subnet-532865b57c9c43f8,interface,False
eni-2569b952ab904a5c,56:57:97:81:55:28,Interface 2 for i-294e4388ef4a4c22,10.225.88.157,ip-10-225-88-157.ec2.internal,52.128.234.114,available,subnet-fce80d037aac45f1,interface,True
eni-69e14c18017f44a7,ba:e5:3a:17:ee:e2,Interface 3 for i-294e4388ef4a4c22,10.252.194.30,ip-10-252-194-30.ec2.internal,52.164.179.122,attaching,subnet-c422153d2d264a20,efa,True
eni-0b35e8216f3542a2,8d:c2:ac:2b:6d:df,Interface 1 for i-33e7ba18ced94245,10.222.110.247,ip-10-222-110-247.ec2.internal,53.112.171.232,detaching,subnet-532865b57c9c43f8,efa,False
eni-f997f9f605514322,30:40:27:b0:0c:3a,Interface 1 for i-fc223d6abc944186,10.152.246.6,ip-10-152-246-6.ec2.internal,53.24.15.174,detaching,subnet-04959c10ae634b9c,efa,False
eni-bf30c6abdfc44e16,f2:82:eb:04:8a:81,Interface 1 for i-9acdb37b209a4a9f,10.142.35.226,ip-10-142-35-226.ec2.internal,53.164.30.96,available,subnet-1bdfc8b0137643a2,efa,False
eni-9894e02b6c504ef6,76:4f:fc:70:40:d3,Interface 2 for i-9acdb37b209a4a9f,10.196.218.47,ip-10-196-218-47.ec2.internal,53.70.248.193,associated,subnet-35c512c8a1c84aa9,efa,True
eni-ecc0547c2c614707,75:88:a0:66:94:3d,Interface 1 for i-078d769be8c04a7c,10.87.173.224,ip-10-87-173-224.ec2.internal,53.95.237.246,available,subnet-e4fdf8247d2248b8,efa,False
eni-1b06e6b1f43b4452,f4:7d:1b:5d:70:8e,Interface 2 for i-078d769be8c04a7c,10.137.44.130,ip-10-137-44-130.ec2.internal,53.79.105.167,detaching,subnet-532865b57c9c43f8,efa,False
eni-f2897b8fab124143,84:47:32:53:d7:4c,Interface 1 for i-b03fc9f63c17412f,10.192.181.159,ip-10-192-181-159.ec2.internal,52.241.135.77,detaching,subnet-fce80d037aac45f1,interface,False
eni-36dfd8cc783748ec,c7:97:45:d9:0a:08,Interface 1 for i-41b3d0ae3cdf4d27,10.223.240.172,ip-10-223-240-172.ec2.internal,52.129.174.87,associated,subnet-a7a8144e75234345,efa,False
eni-2733df75bcfc45a2,91:ab:ba:39:be:38,Interface 1 for i-0059346a74de40c1,10.85.183.189,ip-10-85-183-189.ec2.internal,54.224.243.69,detaching,subnet-9e729379b92d42ff,interface,True
eni-04c38422e0404ad2,68:38:20:80:13:e0,Interface 2 for i-0059346a74de40c1,10.189.29.71,ip-10-189-29-71.ec2.internal,54.38.90.107,detaching,subnet-96915c2c9bf84c7a,efa,False
eni-28bf7fa7d0b04c54,f3:73:f3:ee:e6:de,Interface 3 for i-0059346a74de40c1,10.10.27.101,ip-10-10-27-101.ec2.internal,52.167.93.165,detaching,subnet-ecab694e60ea46bf,interface,True
eni-5e0ffa0c8b664087,16:7f:47:1f:ff:38,Interface 1 for i-36ceaca6408446e9,10.224.242.94,ip-10-224-242-94.ec2.internal,52.35.200.57,in-use,subnet-9e729379b92d42ff,interface,True
eni-7be4ce95a391464e,a4:a1:2c:c0:6a:34,Interface 2 for i-36ceaca6408446e9,10.17.123.186,ip-10-17-123-186.ec2.internal,54.122.255.7,attaching,subnet-c992af5b44064881,interface,False
eni-a4e65be2f820487a,ac:4a:c5:52:f0:e2,Interface 3 for i-36ceaca6408446e9,10.195.248.1,ip-10-195-248-1.ec2.internal,53.222.90.1,in-use,subnet-04959c10ae634b9c,interface,False
eni-3ab365743e7142d8,39:cd:53:4c:3a:0c,Interface 1 for i-8ab78d8257e2465c,10.75.31.165,ip-10-75-31-165.ec2.internal,53.173.235.81,available,subnet-9543070158c74db1,efa,True
eni-b93ba18169594dd9,5c:34:e5:e3:95:bb,Interface 2 for i-8ab78d8257e2465c,10.120.30.246,ip-10-120-30-246.ec2.internal,53.63.99.149,in-use,subnet-e034761f19b34fd5,efa,True
eni-e5ba539e7a0f41f9,da:d5:73:d1:02:a2,Interface 1 for i-a9603fa5c0c24769,10.187.1.168,ip-10-187-1-168.ec2.internal,53.72.168.187,associated,subnet-35c512c8a1c84aa9,interface,True
eni-a80d948e833f4642,1e:99:99:bf:f7:f0,Interface 2 for i-a9603fa5c0c24769,10.195.14.196,ip-10-195-14-196.ec2.internal,54.118.228.206,available,subnet-ecab694e60ea46bf,efa,False
eni-2b4233cc76144058,fe:5d:b0:ae:d0:e9,Interface 1 for i-27a6aae6284f4a2a,10.116.200.240,ip-10-116-200-240.ec2.internal,53.143.208.20,associated,subnet-fce80d037aac45f1,efa,False
eni-3dbd221e3e524e5f,f5:5c:9e:f5:d9:4e,Interface 2 for i-27a6aae6284f4a2a,10.217.185.132,ip-10-217-185-132.ec2.internal,53.177.229.210,associated,subnet-b82125089b06404f,interface,True
eni-8c4ae86e40964dd3,81:2e:f5:93:e5:b4,Interface 1 for i-1ad1782e1f3b4f94,10.239.141.38,ip-10-239-141-38.ec2.internal,53.196.111.231,detaching,subnet-c422153d2d264a20,efa,True
eni-b567919f7e214b2a,82:61:3b:cf:c4:b6,Interface 2 for i-1ad1782e1f3b4f94,10.140.149.225,ip-10-140-149-225.ec2.internal,52.140.3.254,in-use,subnet-a94a6d69f6de405c,interface,False
eni-c3fe735384134c19,bc:7d:9f:f0:cc:79,Interface 1 for i-5281d661fc72435e,10.174.77.131,ip-10-174-77-131.ec2.internal,54.127.96.130,in-use,subnet-a94a6d69f6de405c,efa,False
eni-d2e187bfc9834d93,ef:a0:05:01:ad:43,Interface 2 for i-5281d661fc72435e,10.159.121.87,ip-10-159-121-87.ec2.internal,54.169.36.4,available,subnet-c992af5b44064881,interface,True
eni-81097bb936bd4f99,b1:e1:c2:f3:11:cf,Interface 1 for i-d0f210c6210542d3,10.35.126.165,ip-10-35-126-165.ec2.internal,53.139.37.11,in-use,subnet-9543070158c74db1,efa,False
eni-231ba13cccf5426f,3b:0a:d4:e6:1b:5c,Interface 2 for i-d0f210c6210542d3,10.116.216.71,ip-10-116-216-71.ec2.internal,53.15.198.221,available,subnet-050903050f8c40d6,interface,False
eni-718a12486b6e46ff,e7:c1:53:3a:12:f9,Interface 3 for i-d0f210c6210542d3,10.82.35.200,ip-10-82-35-200.ec2.internal,54.253.212.29,available,subnet-ecab694e60ea46bf,interface,True
eni-b1f8e228147d4ed8,5c:29:9c:2c:d8:1e,Interface 1 for i-0d375831a6fe4181,10.183.96.103,ip-10-183-96-103.ec2.internal,54.97.75.9,in-use,subnet-e4fdf8247d2248b8,efa,False
eni-1b8f1d42fe34457e,f6:f2:10:a7:15:bc,Interface 2 for i-0d375831a6fe4181,10.44.94.51,ip-10-44-94-51.ec2.internal,53.190.209.108,available,subnet-1bdfc8b0137643a2,efa,True
eni-2cae000c052342a2,19:1c:4b:1f:39:6e,Interface 1 for i-e0ac55323b1e4a56,10.127.225.107,ip-10-127-225-107.ec2.internal,53.139.231.228,available,subnet-e034761f19b34fd5,interface,True
eni-734dce6bedf540ce,f7:8e:9d:23:37:49,Interface 2 for i-e0ac55323b1e4a56,10.241.9.107,ip-10-241-9-107.ec2.internal,52.140.89.187,available,subnet-e4fdf8247d2248b8,interface,True
eni-421cca6b1fb143ef,1f:bc:27:1b:86:f3,Interface 3 for i-e0ac55323b1e4a56,10.117.1.11,ip-10-117-1-11.ec2.internal,52.52.110.179,detaching,subnet-96915c2c9bf84c7a,efa,False
eni-632c02f21e5c4c8d,57:f1:95:ed:f5:a2,Interface 1 for i-7ac7bffb4c9d4969,10.115.13.150,ip-10-115-13-150.ec2.internal,54.76.42.97,associated,subnet-e4fdf8247d2248b8,efa,False
eni-1b71a661493a46f3,e3:ce:c3:1d:13:7a,Interface 2 for i-7ac7bffb4c9d4969,10.142.171.54,ip-10-142-171-54.ec2.internal,53.116.102.85,in-use,subnet-35c512c8a1c84aa9,efa,False
eni-129282bc8348420b,06:f6:9d:13:ed:60,Interface 3 for i-7ac7bffb4c9d4969,10.161.254.26,ip-10-161-254-26.ec2.internal,54.42.73.4,in-use,subnet-9e729379b92d42ff,interface,True
eni-4e98b425d5d542fb,86:60:d2:0b:42:e0,Interface 1 for i-1d9a18727b4b4d9e,10.90.14.140,ip-10-90-14-140.ec2.internal,53.51.28.130,available,subnet-ecab694e60ea46bf,efa,True
eni-06ec96b8eb2b4a4b,b2:86:bd:29:22:bd,Interface 2 for i-1d9a18727b4b4d9e,10.148.123.160,ip-10-148-123-160.ec2.internal,52.0.122.134,associated,subnet-491196a60d164ae6,efa,True
eni-2490e748b7b14869,38:cf:48:63:27:a5,Interface 1 for i-0e81ef6358144039,10.71.189.72,ip-10-71-189-72.ec2.internal,53.152.127.225,detaching,subnet-532865b57c9c43f8,efa,False
eni-d59fea640ab04421,bd:0b:ca:2b:09:9a,Interface 2 for i-0e81ef6358144039,10.61.23.46,ip-10-61-23-46.ec2.internal,52.98.175.85,available,subnet-9543070158c74db1,interface,False
eni-eac569ccd8824ce9,69:48:c6:cf:35:42,Interface 1 for i-f0c282bd9e7b446c,10.217.7.161,ip-10-217-7-161.ec2.internal,52.248.29.28,available,subnet-9e729379b92d42ff,efa,False
eni-ba2f7b9b2d134089,d2:c6:e0:3e:ba:f3,Interface 2 for i-f0c282bd9e7b446c,10.115.143.217,ip-10-115-143-217.ec2.internal,53.57.36.115,available,subnet-a7a8144e75234345,efa,False
eni-29017731daa04794,46:6f:e2:41:cb:3a,Interface 3 for i-f0c282bd9e7b446c,10.243.148.252,ip-10-243-148-252.ec2.internal,53.56.187.247,attaching,subnet-96915c2c9bf84c7a,interface,False
eni-4c821a74241d4d4f,a6:03:1e:ce:78:9d,Interface 1 for i-03031a29820c4008,10.101.61.215,ip-10-101-61-215.ec2.internal,53.252.146.155,associated,subnet-04959c10ae634b9c,efa,True
eni-7fee3ad78d924ebf,55:ac:05:33:72:7b,Interface 2 for i-03031a29820c4008,10.188.58.35,ip-10-188-58-35.ec2.internal,54.158.232.93,associated,subnet-491196a60d164ae6,interface,True
eni-41e83d0e393b4533,24:a8:60:26:1f:90,Interface 1 for i-4703ed3fdb1541f5,10.150.124.10,ip-10-150-124-10.ec2.internal,54.39.129.152,in-use,subnet-a7a8144e75234345,interface,True
eni-30f4655e3123410c,b5:56:56:00:c4:f0,Interface 1 for i-7fe3dddecd0a43c5,10.186.163.195,ip-10-186-163-195.ec2.internal,53.203.147.213,associated,subnet-9e729379b92d42ff,interface,True
eni-fe97ce6be52f448d,00:9d:8c:63:bb:80,Interface 2 for i-7fe3dddecd0a43c5,10.143.96.214,ip-10-143-96-214.ec2.internal,52.133.10.16,in-use,subnet-35c512c8a1c84aa9,interface,True
eni-469fe2e9a75f4808,e1:73:c0:0e:4c:a3,Interface 1 for i-8588483bb1c444cc,10.129.166.196,ip-10-129-166-196.ec2.internal,53.120.129.11,detaching,subnet-9e729379b92d42ff,efa,True
