id,imageid,instancetype,iaminstanceprofile,launchtime,launchtimeunix,monitoringstate,state,availabilityzone,tenancy,architecture,ebsoptimized,bootmode,instancelifecycle,hibernationoptions
i-82010044e2d04368,ami-7a388319,t2.micro,arn:aws:iam::266480780430:instance-profile/76596199,2024-07-15T23:10:00Z,1605078371,disabling,terminated,eu-north-1b,host,arm64,True,legacy-bios,,False
i-4130b38f8288469b,ami-3bf87976,t2.micro,arn:aws:iam::266480780430:instance-profile/eee9b4fe,2024-03-23T12:14:00Z,1681475723,enabled,stopped,eu-north-1a,default,x86_64,False,legacy-bios,,False
i-75326d5d82004d5f,ami-261c7e14,t2.micro,arn:aws:iam::266480780430:instance-profile/d46300a7,2024-09-22T17:22:00Z,1648235292,pending,stopped,eu-north-1b,default,x86_64,False,legacy-bios,spot,False
i-ee96590b4c5d4dc3,ami-14a5beba,t2.micro,arn:aws:iam::266480780430:instance-profile/25448db4,2024-02-21T14:50:00Z,1660192958,enabled,stopped,eu-north-1b,dedicated,x86_64,True,legacy-bios,spot,True
i-9f30a2e1667a4d40,ami-0fa08508,t2.micro,arn:aws:iam::266480780430:instance-profile/754dbc2e,2024-06-08T09:12:00Z,1655582838,disabled,stopped,eu-north-1a,default,arm64,True,legacy-bios,,False
i-d42406774d384430,ami-fd020b17,c4.large,arn:aws:iam::266480780430:instance-profile/ecacd960,2024-02-24T05:15:00Z,1608437831,disabling,terminated,eu-north-1a,dedicated,x86_64,False,legacy-bios,spot,True
i-1cc15c8bbfea4504,ami-e25c99cb,m5.large,arn:aws:iam::266480780430:instance-profile/8ca1bc82,2024-07-25T17:09:00Z,1613837717,enabled,running,eu-north-1a,default,arm64,True,uefi,spot,True
i-15eaf5dd65614bda,ami-a0bd4b08,r4.large,arn:aws:iam::266480780430:instance-profile/7038761e,2024-02-08T03:44:00Z,1638006181,enabled,running,eu-north-1a,dedicated,x86_64,True,legacy-bios,,True
i-c2e550a43cf0490b,ami-d83dc829,r4.large,arn:aws:iam::266480780430:instance-profile/5aaca832,2024-09-06T02:51:00Z,1675604987,disabling,running,eu-north-1b,default,arm64,True,legacy-bios,scheduled,True
i-32981782d5bb460f,ami-32604cf7,c4.large,arn:aws:iam::266480780430:instance-profile/9f26d609,2024-07-11T23:02:00Z,1601994402,enabled,running,eu-north-1b,default,x86_64,False,uefi,scheduled,False
i-7656a739e9bf48e8,ami-732d4c25,c4.large,arn:aws:iam::266480780430:instance-profile/857f7003,2024-02-04T11:04:00Z,1628673317,enabled,terminated,eu-north-1b,default,arm64,True,uefi,,True
i-511bace7d06d4913,ami-b6234e8d,t2.micro,arn:aws:iam::266480780430:instance-profile/d3ab456c,2024-10-02T07:28:00Z,1600804641,enabled,terminated,eu-north-1a,host,x86_64,True,legacy-bios,scheduled,False
i-3a462b25411a47e9,ami-84360d00,r4.large,arn:aws:iam::266480780430:instance-profile/34e8caab,2024-02-18T07:09:00Z,1642520666,enabled,terminated,eu-north-1a,host,arm64,True,legacy-bios,,True
i-5539b82559834227,ami-4a7a706c,r4.large,arn:aws:iam::266480780430:instance-profile/6570b90a,2024-06-08T18:57:00Z,1680087983,enabled,terminated,eu-north-1b,default,x86_64,False,legacy-bios,scheduled,False
i-266f2e15f1e74da4,ami-93f35bbe,c4.large,arn:aws:iam::266480780430:instance-profile/f3b81bf1,2024-09-01T18:14:00Z,1670810561,pending,running,eu-north-1b,host,x86_64,True,uefi,,True
i-70eaa0f06f1c4805,ami-41353a61,c4.large,arn:aws:iam::266480780430:instance-profile/85e26292,2024-12-01T16:02:00Z,1671825288,disabled,terminated,eu-north-1b,default,arm64,False,uefi,spot,True
i-9581282f69fc4fc5,ami-42e98998,c4.large,arn:aws:iam::266480780430:instance-profile/5f9ce2c8,2024-10-13T18:05:00Z,1657146419,disabled,terminated,eu-north-1a,host,x86_64,True,legacy-bios,scheduled,True
i-65bf213b206142b1,ami-01afc2ef,c4.large,arn:aws:iam::266480780430:instance-profile/f94ee104,2024-04-11T08:09:00Z,1664720508,pending,stopped,eu-north-1b,dedicated,arm64,False,uefi,,True
i-76d5bb8de0044122,ami-27ee4924,r4.large,arn:aws:iam::266480780430:instance-profile/d13caed0,2024-10-02T19:11:00Z,1696721467,enabled,running,eu-north-1b,default,x86_64,True,uefi,scheduled,True
i-4ecd7609b7314d04,ami-b3bb65bd,c4.large,arn:aws:iam::266480780430:instance-profile/06209d61,2024-04-22T04:37:00Z,1622705831,disabled,running,eu-north-1b,default,x86_64,False,legacy-bios,,True
i-b13be36e588d44bc,ami-b69a06ea,r4.large,arn:aws:iam::266480780430:instance-profile/c0c3f9f0,2024-06-09T04:35:00Z,1649844768,enabled,running,eu-north-1a,host,x86_64,True,uefi,,True
i-4810ee8682d94c0b,ami-9f0e87ea,c4.large,arn:aws:iam::266480780430:instance-profile/02cc7f19,2024-12-27T01:19:00Z,1638104677,disabled,stopped,eu-north-1a,host,x86_64,False,uefi,,True
i-b15e1481beef43ef,ami-47f6a6fa,r4.large,arn:aws:iam::266480780430:instance-profile/08d64354,2024-04-21T05:34:00Z,1632833494,enabled,terminated,eu-north-1b,host,arm64,False,uefi,,True
i-c6a84e8e04d2450a,ami-e7e79919,r4.large,arn:aws:iam::266480780430:instance-profile/80d01ae4,2024-04-23T12:07:00Z,1699607608,pending,running,eu-north-1a,default,arm64,False,legacy-bios,spot,False
i-69cf26063e0d4fa7,ami-7d350c93,r4.large,arn:aws:iam::266480780430:instance-profile/90fb27b1,2024-02-13T18:42:00Z,1683367529,pending,running,eu-north-1b,default,x86_64,False,uefi,spot,False
i-eec9aa929d624306,ami-9bca5592,r4.large,arn:aws:iam::266480780430:instance-profile/2ae050ad,2024-03-28T23:12:00Z,1601530563,enabled,running,eu-north-1b,default,arm64,False,uefi,spot,False
i-50af84e6065342e6,ami-18f9593b,m5.large,arn:aws:iam::266480780430:instance-profile/b6ab3fee,2024-05-26T21:24:00Z,1650547819,enabled,terminated,eu-north-1b,dedicated,arm64,True,uefi,scheduled,False
i-85108205181349eb,ami-341779aa,m5.large,arn:aws:iam::266480780430:instance-profile/3f0ae66d,2024-09-27T01:54:00Z,1675679255,disabled,running,eu-north-1a,dedicated,x86_64,False,legacy-bios,spot,False
i-bb0c366b50824657,ami-e3cde258,r4.large,arn:aws:iam::266480780430:instance-profile/cf1baed5,2024-08-01T17:13:00Z,1640123067,pending,running,eu-north-1a,dedicated,x86_64,True,uefi,spot,True
i-60129d40ba8c4379,ami-213eca73,t2.micro,arn:aws:iam::266480780430:instance-profile/96303eab,2024-04-05T05:18:00Z,1699564540,disabling,running,eu-north-1a,default,arm64,True,legacy-bios,scheduled,False
i-53d7922b60e74fe3,ami-35c47750,r4.large,arn:aws:iam::266480780430:instance-profile/1dc159f2,2024-09-24T06:30:00Z,1645564769,disabling,stopped,eu-north-1a,default,arm64,True,uefi,scheduled,False
i-85ecaa95ac5b4a84,ami-5a7676d3,r4.large,arn:aws:iam::266480780430:instance-profile/5797792f,2024-07-21T16:50:00Z,1626775682,pending,terminated,eu-north-1b,host,arm64,False,legacy-bios,spot,False
i-5c0a6f554888452f,ami-d19cecb6,r4.large,arn:aws:iam::266480780430:instance-profile/7b41eea5,2024-02-09T17:19:00Z,1651705489,disabling,terminated,eu-north-1b,default,arm64,True,uefi,,True
i-9e81af96139c4775,ami-a144e713,c4.large,arn:aws:iam::266480780430:instance-profile/6c16f0c1,2024-02-28T03:17:00Z,1646631635,enabled,stopped,eu-north-1b,dedicated,x86_64,True,legacy-bios,,False
i-3279007893234263,ami-5bdb2d2e,t2.micro,arn:aws:iam::266480780430:instance-profile/4452c344,2024-07-03T11:06:00Z,1634342326,enabled,stopped,eu-north-1a,default,x86_64,True,legacy-bios,spot,False
i-c0b82e757a284f02,ami-e75950e6,r4.large,arn:aws:iam::266480780430:instance-profile/01eb20f2,2024-03-07T11:31:00Z,1698931469,enabled,terminated,eu-north-1b,default,x86_64,False,legacy-bios,spot,True
i-0c474fcb7bf0418c,ami-323adac8,m5.large,arn:aws:iam::266480780430:instance-profile/d7911dee,2024-07-18T10:19:00Z,1654171919,disabling,running,eu-north-1a,host,x86_64,True,uefi,spot,True
i-42548cb0be024332,ami-1d6f5e74,m5.large,arn:aws:iam::266480780430:instance-profile/9ca9f037,2024-06-13T20:06:00Z,1640865599,pending,terminated,eu-north-1b,host,x86_64,False,uefi,,True
i-a3e6ed980d18437c,ami-1adf2afa,m5.large,arn:aws:iam::266480780430:instance-profile/4a2df9e7,2024-10-04T21:03:00Z,1607059014,pending,stopped,eu-north-1b,host,x86_64,True,legacy-bios,scheduled,False
i-7d4b5eac61d14fbd,ami-36a06161,m5.large,arn:aws:iam::266480780430:instance-profile/12678866,2024-03-01T07:37:00Z,1677207735,disabling,running,eu-north-1a,dedicated,x86_64,False,uefi,spot,False
i-30b716612b3f44b4,ami-c4614862,m5.large,arn:aws:iam::266480780430:instance-profile/a73e8ac7,2024-04-14T22:19:00Z,1616618859,disabling,running,eu-north-1b,host,x86_64,True,uefi,,False
i-3dc4e90e324b4f6d,ami-68766f44,c4.large,arn:aws:iam::266480780430:instance-profile/14db02d8,2024-06-08T10:07:00Z,1666924744,pending,terminated,eu-north-1a,host,arm64,True,legacy-bios,,False
i-c73b86d4577f4c70,ami-bc5960cd,c4.large,arn:aws:iam::266480780430:instance-profile/38d6631f,2024-01-09T16:03:00Z,1614040703,pending,terminated,eu-north-1a,host,x86_64,False,uefi,,False
i-b2cd517986bb4906,ami-5343b1c9,r4.large,arn:aws:iam::266480780430:instance-profile/1879c861,2024-06-06T23:22:00Z,1695976656,pending,terminated,eu-north-1a,default,arm64,True,legacy-bios,scheduled,True
i-2f89fa1dbf8d499c,ami-535ad3b0,c4.large,arn:aws:iam::266480780430:instance-profile/e5801a6c,2024-07-06T00:34:00Z,1667691930,disabling,stopped,eu-north-1b,dedicated,x86_64,False,uefi,scheduled,False
i-f3a278125eea4b56,ami-16247556,m5.large,arn:aws:iam::266480780430:instance-profile/749bae2c,2024-10-15T09:55:00Z,1676560383,disabled,stopped,eu-north-1a,host,arm64,True,legacy-bios,scheduled,True
i-1de8a755cf214cb5,ami-504d6663,t2.micro,arn:aws:iam::266480780430:instance-profile/ba8161f4,2024-03-05T05:52:00Z,1667243691,pending,running,eu-north-1b,host,x86_64,False,legacy-bios,spot,False
i-19bb5f4b9f764951,ami-b3a643a5,c4.large,arn:aws:iam::266480780430:instance-profile/c8fc6b16,2024-01-16T23:46:00Z,1699708552,enabled,running,eu-north-1b,host,arm64,False,uefi,spot,False
i-62306276452b479d,ami-02534efe,c4.large,arn:aws:iam::266480780430:instance-profile/5e987870,2024-03-12T11:10:00Z,1646637948,enabled,running,eu-north-1b,default,x86_64,False,legacy-bios,spot,True
i-05bbe6096a5f42f0,ami-2a02e808,t2.micro,arn:aws:iam::266480780430:instance-profile/69afe854,2024-02-11T06:33:00Z,1638711329,disabled,terminated,eu-north-1a,dedicated,x86_64,False,uefi,,False
i-a2e927cb84b34870,ami-0c108ed1,r4.large,arn:aws:iam::266480780430:instance-profile/8626c2a5,2024-04-07T16:23:00Z,1672394406,disabled,running,eu-north-1a,default,arm64,True,uefi,scheduled,True
i-fbfde073f5b34b35,ami-8435aa75,r4.large,arn:aws:iam::266480780430:instance-profile/66591f8c,2024-04-04T10:05:00Z,1622980900,enabled,running,eu-north-1a,host,arm64,False,legacy-bios,spot,False
i-b05e82af397d4f1a,ami-c145e57f,m5.large,arn:aws:iam::266480780430:instance-profile/151378ca,2024-11-22T21:01:00Z,1600008869,disabled,terminated,eu-north-1a,host,x86_64,True,legacy-bios,,True
i-33e43df3eb164ce9,ami-1622e326,r4.large,arn:aws:iam::266480780430:instance-profile/57824de3,2024-02-24T06:33:00Z,1614485010,enabled,terminated,eu-north-1a,host,arm64,True,uefi,scheduled,False
i-e17ce9e5024c4d9e,ami-6e9c46e7,r4.large,arn:aws:iam::266480780430:instance-profile/6d029c5a,2024-09-21T12:48:00Z,1651997568,disabling,terminated,eu-north-1b,host,x86_64,True,legacy-bios,spot,False
i-b46aae4bf0a84f42,ami-cbcef7ff,m5.large,arn:aws:iam::266480780430:instance-profile/3541d177,2024-05-13T05:41:00Z,1626780541,enabled,stopped,eu-north-1b,host,arm64,False,legacy-bios,,False
i-513b804f1d3f4db3,ami-cedb4e71,m5.large,arn:aws:iam::266480780430:instance-profile/f41d1c69,2024-09-21T21:40:00Z,1663061870,disabled,terminated,eu-north-1b,default,x86_64,True,legacy-bios,scheduled,False
i-b93bd4b0d597407a,ami-25facaed,m5.large,arn:aws:iam::266480780430:instance-profile/400c3e71,2024-02-04T19:55:00Z,1684587668,enabled,stopped,eu-north-1a,default,arm64,False,legacy-bios,spot,True
i-75be33f6d7574414,ami-e821a515,m5.large,arn:aws:iam::266480780430:instance-profile/69bfae98,2024-03-24T12:30:00Z,1670037923,disabled,stopped,eu-north-1a,host,arm64,True,legacy-bios,,True
i-3b4b27a9e39a4ced,ami-16a71c10,m5.large,arn:aws:iam::266480780430:instance-profile/35b13424,2024-04-26T09:16:00Z,1602108099,disabling,running,eu-north-1b,dedicated,x86_64,True,uefi,spot,True
i-649b560325cd48ee,ami-797ea749,t2.micro,arn:aws:iam::266480780430:instance-profile/0596c01e,2024-04-23T08:38:00Z,1683072595,pending,terminated,eu-north-1a,default,x86_64,True,uefi,spot,False
i-550dbfc2832243ec,ami-937da7b0,c4.large,arn:aws:iam::266480780430:instance-profile/95f2b071,2024-02-14T22:48:00Z,1617144246,enabled,running,eu-north-1a,default,arm64,True,legacy-bios,scheduled,True
i-80bb062fd5f04e05,ami-fcae3c45,t2.micro,arn:aws:iam::266480780430:instance-profile/50c31383,2024-03-18T06:59:00Z,1610339370,pending,running,eu-north-1a,default,arm64,True,uefi,,False
i-33a96abf12104681,ami-f397bb1d,r4.large,arn:aws:iam::266480780430:instance-profile/0835c6ba,2024-12-24T04:21:00Z,1635541304,disabling,terminated,eu-north-1b,default,x86_64,True,uefi,spot,True
i-94cb7d949a4a4226,ami-8433a9b6,m5.large,arn:aws:iam::266480780430:instance-profile/d84a8495,2024-07-25T19:16:00Z,1668675171,enabled,terminated,eu-north-1b,default,arm64,True,uefi,,True
i-df7a7df39044446d,ami-c8118aa4,c4.large,arn:aws:iam::266480780430:instance-profile/662d8e19,2024-07-18T06:51:00Z,1603982229,disabling,running,eu-north-1a,default,arm64,True,uefi,spot,False
i-02311ded7d604e6a,ami-2d4b86bc,m5.large,arn:aws:iam::266480780430:instance-profile/c07e14de,2024-08-12T12:58:00Z,1665196996,pending,terminated,eu-north-1a,host,arm64,True,legacy-bios,spot,False
i-5e30232196654fda,ami-2bfca55d,m5.large,arn:aws:iam::266480780430:instance-profile/89c44350,2024-08-22T02:28:00Z,1696483778,disabled,running,eu-north-1b,dedicated,x86_64,False,uefi,,True
i-d1687af86d8c45c0,ami-3936dadb,r4.large,arn:aws:iam::266480780430:instance-profile/dba50ee4,2024-08-10T21:43:00Z,1649321417,disabling,stopped,eu-north-1b,host,x86_64,False,uefi,,True
i-738668f5361a4872,ami-290dacef,r4.large,arn:aws:iam::266480780430:instance-profile/c7c5ea5b,2024-12-08T15:43:00Z,1642542237,disabled,running,eu-north-1a,dedicated,arm64,False,legacy-bios,,False
i-34a7070c13fc4fcc,ami-d268d13a,t2.micro,arn:aws:iam::266480780430:instance-profile/7914f14e,2024-12-13T21:06:00Z,1640628381,disabled,running,eu-north-1a,dedicated,arm64,True,legacy-bios,spot,False
i-39fa9eff108f4c73,ami-0e229c43,c4.large,arn:aws:iam::266480780430:instance-profile/a9f1461b,2024-10-04T16:59:00Z,1619323756,enabled,terminated,eu-north-1b,default,arm64,True,uefi,spot,False
i-c94f5cea6d344e76,ami-3a8d816d,t2.micro,arn:aws:iam::266480780430:instance-profile/2a01b2de,2024-10-21T16:11:00Z,1678554560,enabled,running,eu-north-1a,default,x86_64,False,legacy-bios,spot,True
i-d3649147ef894c4d,ami-99be2ec5,r4.large,arn:aws:iam::266480780430:instance-profile/7756c248,2024-01-14T03:03:00Z,1660040026,enabled,terminated,eu-north-1b,dedicated,arm64,True,uefi,scheduled,False
i-af5841c4072b4309,ami-823b7b52,c4.large,arn:aws:iam::266480780430:instance-profile/0906174d,2024-04-26T13:38:00Z,1600581015,disabled,stopped,eu-north-1b,host,arm64,True,legacy-bios,spot,True
i-780abdde1d49463d,ami-c594bf6e,m5.large,arn:aws:iam::266480780430:instance-profile/0d2e7acd,2024-09-08T00:45:00Z,1699277224,pending,terminated,eu-north-1b,default,arm64,True,uefi,spot,True
i-bd38b078804b4d66,ami-a1108971,m5.large,arn:aws:iam::266480780430:instance-profile/9b53caa0,2024-09-03T17:28:00Z,1666730964,disabling,running,eu-north-1a,default,arm64,False,legacy-bios,spot,False
i-2ee6d272314746fa,ami-dadab259,t2.micro,arn:aws:iam::266480780430:instance-profile/dc0bbb2a,2024-01-20T21:16:00Z,1667997016,pending,terminated,eu-north-1b,dedicated,arm64,False,legacy-bios,,True
i-8173c6162aae477b,ami-94bf2b0e,t2.micro,arn:aws:iam::266480780430:instance-profile/2ca15f6d,2024-05-01T05:11:00Z,1628467820,disabling,terminated,eu-north-1a,default,x86_64,True,uefi,scheduled,False
i-94f81542a0ef4b2e,ami-52dbc37d,m5.large,arn:aws:iam::266480780430:instance-profile/27898c2a,2024-08-24T17:29:00Z,1614305070,disabled,terminated,eu-north-1a,dedicated,x86_64,False,uefi,,False
i-ab18e2bd06874316,ami-c8b0023e,r4.large,arn:aws:iam::266480780430:instance-profile/9063a3ba,2024-07-23T14:23:00Z,1685153067,disabling,terminated,eu-north-1b,default,arm64,True,legacy-bios,scheduled,False
i-eaf83bec50844d3e,ami-8e0c15f2,c4.large,arn:aws:iam::266480780430:instance-profile/ec32bbe6,2024-04-16T14:43:00Z,1652501413,disabling,stopped,eu-north-1a,default,x86_64,False,legacy-bios,scheduled,False
i-477001af26be4e40,ami-6a0e50d0,m5.large,arn:aws:iam::266480780430:instance-profile/cd8a3071,2024-07-26T02:54:00Z,1649714375,pending,terminated,eu-north-1a,default,arm64,False,uefi,scheduled,True
i-c1090b4413854078,ami-292254ae,c4.large,arn:aws:iam::266480780430:instance-profile/c61d69cd,2024-01-12T05:08:00Z,1650366213,pending,running,eu-north-1a,default,x86_64,True,legacy-bios,,False
i-3d6abf65eedb411e,ami-2d570279,m5.large,arn:aws:iam::266480780430:instance-profile/d2f303cd,2024-05-26T10:15:00Z,1649667339,disabling,running,eu-north-1a,host,x86_64,True,legacy-bios,scheduled,False
i-1f1b22d56e114f5f,ami-e4ffe708,m5.large,arn:aws:iam::266480780430:instance-profile/21965218,2024-09-07T22:15:00Z,1639743746,enabled,running,eu-north-1a,default,x86_64,False,legacy-bios,spot,False
i-f9461e5c7d3f4328,ami-329ff546,r4.large,arn:aws:iam::266480780430:instance-profile/84af5db7,2024-05-03T12:55:00Z,1645934348,enabled,stopped,eu-north-1b,host,x86_64,False,uefi,spot,True
i-f08066f50d234242,ami-b30c6777,m5.large,arn:aws:iam::266480780430:instance-profile/4390308a,2024-07-03T22:48:00Z,1621597477,disabling,stopped,eu-north-1a,dedicated,arm64,False,legacy-bios,scheduled,True
i-48d62def04994ebd,ami-487c5bd6,m5.large,arn:aws:iam::266480780430:instance-profile/d14f9b38,2024-02-27T21:23:00Z,1683513444,pending,running,eu-north-1b,dedicated,arm64,True,uefi,scheduled,False
i-ae0fa563b73d43e8,ami-e3949773,m5.large,arn:aws:iam::266480780430:instance-profile/ea64b2c5,2024-05-14T21:37:00Z,1684560495,enabled,stopped,eu-north-1a,dedicated,arm64,True,legacy-bios,,False
i-9b721ba44ab34934,ami-5b1210d9,t2.micro,arn:aws:iam::266480780430:instance-profile/000734eb,2024-04-26T05:28:00Z,1638559653,enabled,running,eu-north-1a,dedicated,x86_64,False,legacy-bios,scheduled,False
i-3359109732054067,ami-897c0818,m5.large,arn:aws:iam::266480780430:instance-profile/d99e585a,2024-07-26T04:04:00Z,1663226276,enabled,running,eu-north-1b,default,arm64,True,uefi,,True
i-ab1678f76f614e21,ami-667bbb9f,t2.micro,arn:aws:iam::266480780430:instance-profile/44406532,2024-01-09T15:11:00Z,1610103159,enabled,running,eu-north-1b,host,x86_64,True,uefi,,True
i-5abd971141ce4c81,ami-a9df3917,m5.large,arn:aws:iam::266480780430:instance-profile/78814b4f,2024-04-28T18:12:00Z,1648855321,pending,running,eu-north-1b,host,arm64,False,legacy-bios,scheduled,False
i-7fd623b7d8f14a35,ami-8f7401da,c4.large,arn:aws:iam::266480780430:instance-profile/c007305c,2024-04-14T18:51:00Z,1609729206,disabling,running,eu-north-1b,host,arm64,True,uefi,spot,True
i-b652f8e065974221,ami-1db839ae,m5.large,arn:aws:iam::266480780430:instance-profile/4c28e150,2024-06-10T19:04:00Z,1627891099,disabled,running,eu-north-1b,dedicated,arm64,True,uefi,spot,False
i-cf24b3ee7b64491a,ami-704a23f9,r4.large,arn:aws:iam::266480780430:instance-profile/9a1cbb8d,2024-07-15T15:33:00Z,1690848639,disabled,terminated,eu-north-1b,dedicated,arm64,False,uefi,,True
i-2207cb6146194b2e,ami-c72a0b14,m5.large,arn:aws:iam::266480780430:instance-profile/ebb0fb0e,2024-06-04T07:18:00Z,1673053219,enabled,running,eu-north-1a,dedicated,x86_64,False,uefi,spot,False
i-67f9772ded7a4a7b,ami-7833b673,m5.large,arn:aws:iam::266480780430:instance-profile/6f4588b2,2024-08-13T02:43:00Z,1687248529,pending,stopped,eu-north-1b,host,arm64,False,uefi,,True
i-0086f7853ae94213,ami-8ccfa22f,m5.large,arn:aws:iam::266480780430:instance-profile/dab7a3d9,2024-01-15T19:04:00Z,1607834353,disabling,stopped,eu-north-1b,dedicated,arm64,False,uefi,spot,True
i-2c9d0db1ed29474b,ami-74af6df3,r4.large,arn:aws:iam::266480780430:instance-profile/078accf4,2024-12-13T03:07:00Z,1695368793,enabled,running,eu-north-1a,host,arm64,False,legacy-bios,spot,True
i-d1394e204af14e9f,ami-5c72b1c5,m5.large,arn:aws:iam::266480780430:instance-profile/aa1939ed,2024-12-09T00:14:00Z,1624186558,disabling,terminated,eu-north-1b,default,arm64,True,legacy-bios,spot,False
i-1fae6869f3874ee6,ami-a8ec28ac,t2.micro,arn:aws:iam::266480780430:instance-profile/d97c7bdd,2024-01-16T15:39:00Z,1680706678,enabled,running,eu-north-1b,default,x86_64,False,legacy-bios,spot,False
i-f5394f1cb22a48ad,ami-696bd8a3,t2.micro,arn:aws:iam::266480780430:instance-profile/a69efa48,2024-09-05T23:31:00Z,1687123281,enabled,running,eu-north-1b,host,arm64,False,legacy-bios,,True
i-1d83340db4d94400,ami-72b2b73f,r4.large,arn:aws:iam::266480780430:instance-profile/f54c9fe7,2024-03-06T16:00:00Z,1614516071,disabled,terminated,eu-north-1a,default,x86_64,True,legacy-bios,,False
i-f7a3124929424362,ami-ab9201b4,t2.micro,arn:aws:iam::266480780430:instance-profile/e3e0c232,2024-10-27T16:42:00Z,1648363274,enabled,terminated,eu-north-1a,host,x86_64,True,legacy-bios,,False
i-8063896749bc49aa,ami-b8ae631f,r4.large,arn:aws:iam::266480780430:instance-profile/6857ce5f,2024-08-25T13:22:00Z,1697589815,disabling,terminated,eu-north-1a,dedicated,x86_64,True,uefi,,False
i-15a8c9ac6efd4f1f,ami-0dc6dfda,r4.large,arn:aws:iam::266480780430:instance-profile/335f6d08,2024-02-27T16:43:00Z,1646554830,pending,terminated,eu-north-1b,default,arm64,False,uefi,scheduled,True
i-b7a2b0bd11024fdd,ami-77273647,c4.large,arn:aws:iam::266480780430:instance-profile/2534ca93,2024-05-23T01:18:00Z,1655501556,pending,terminated,eu-north-1a,dedicated,x86_64,True,uefi,spot,False
i-f9b0d6f2b2b94716,ami-fc6694f5,t2.micro,arn:aws:iam::266480780430:instance-profile/f835b2a1,2024-12-20T01:23:00Z,1602489324,enabled,running,eu-north-1b,default,arm64,True,legacy-bios,spot,False
i-3eb5a340b1f84cf1,ami-ebf9ef97,r4.large,arn:aws:iam::266480780430:instance-profile/c45ad8a3,2024-04-25T14:49:00Z,1604839230,enabled,running,eu-north-1a,default,arm64,True,legacy-bios,spot,False
i-8d36ecd855b34502,ami-a55742d4,m5.large,arn:aws:iam::266480780430:instance-profile/af92fd5e,2024-07-03T21:50:00Z,1674382409,disabled,stopped,eu-north-1a,dedicated,arm64,False,uefi,,True
i-06103126e3f94fdb,ami-b49da0b3,t2.micro,arn:aws:iam::266480780430:instance-profile/e684aa3a,2024-09-23T05:41:00Z,1664465647,disabling,terminated,eu-north-1a,default,arm64,False,uefi,spot,True
i-fde51ab1ccd04fc2,ami-0d48a5e5,c4.large,arn:aws:iam::266480780430:instance-profile/7ae140e9,2024-02-18T21:35:00Z,1621705793,pending,terminated,eu-north-1a,host,x86_64,False,uefi,spot,False
i-cccadbd433374002,ami-c7d33b58,c4.large,arn:aws:iam::266480780430:instance-profile/f3fdbf29,2024-06-16T13:54:00Z,1629740040,disabled,stopped,eu-north-1a,default,arm64,False,legacy-bios,,True
i-6dcd293669974c63,ami-61670f8e,m5.large,arn:aws:iam::266480780430:instance-profile/f8951da8,2024-02-09T20:31:00Z,1645378503,pending,terminated,eu-north-1b,default,x86_64,False,uefi,spot,False
i-96f252321a204418,ami-6942a426,m5.large,arn:aws:iam::266480780430:instance-profile/2dfd8095,2024-09-13T03:27:00Z,1678029364,disabling,running,eu-north-1a,default,x86_64,False,legacy-bios,spot,False
i-932a295e51c0446d,ami-8da63aae,r4.large,arn:aws:iam::266480780430:instance-profile/a8124da9,2024-12-10T02:49:00Z,1612429552,enabled,terminated,eu-north-1a,default,x86_64,False,legacy-bios,spot,True
i-af94bd7670e54e4f,ami-6409e613,c4.large,arn:aws:iam::266480780430:instance-profile/517560c9,2024-07-02T02:36:00Z,1655023276,pending,running,eu-north-1a,host,x86_64,False,legacy-bios,,False
i-195561cf4cb94619,ami-b7b91f3b,c4.large,arn:aws:iam::266480780430:instance-profile/26e82b2d,2024-11-09T10:11:00Z,1681679063,disabling,running,eu-north-1a,default,x86_64,True,legacy-bios,,True
i-3225ac66773f4950,ami-9f09b294,t2.micro,arn:aws:iam::266480780430:instance-profile/3a2824c8,2024-09-21T09:34:00Z,1622359243,pending,running,eu-north-1a,default,x86_64,True,legacy-bios,spot,True
i-2e6fd0ee3d8842b4,ami-14e35ac2,t2.micro,arn:aws:iam::266480780430:instance-profile/489697e0,2024-09-08T18:40:00Z,1645688717,enabled,running,eu-north-1a,host,x86_64,True,uefi,scheduled,True
i-739c5b37aecf4ab3,ami-9d554f84,m5.large,arn:aws:iam::266480780430:instance-profile/c234ba2d,2024-07-19T00:36:00Z,1643505349,pending,terminated,eu-north-1a,dedicated,x86_64,False,uefi,spot,True
i-b673add241664da0,ami-e5a15592,m5.large,arn:aws:iam::266480780430:instance-profile/56ca0291,2024-04-02T00:41:00Z,1608925215,pending,terminated,eu-north-1b,host,x86_64,False,legacy-bios,scheduled,False
i-bce1b6224524481f,ami-fc705c7d,m5.large,arn:aws:iam::266480780430:instance-profile/1cc27092,2024-06-12T23:04:00Z,1659854076,enabled,running,eu-north-1a,default,x86_64,True,legacy-bios,scheduled,False
i-403147d664e94818,ami-a707cada,m5.large,arn:aws:iam::266480780430:instance-profile/7a74bb72,2024-11-16T23:20:00Z,1661567581,disabled,running,eu-north-1b,default,x86_64,True,legacy-bios,,False
i-683f23db7be840be,ami-3a946ed0,r4.large,arn:aws:iam::266480780430:instance-profile/06296bc0,2024-10-07T14:06:00Z,1641544011,disabling,terminated,eu-north-1a,default,arm64,True,legacy-bios,spot,True
